name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,county,directions,voter_services,start_date,end_date,start_time,end_time,days_times_open,id,COMMENTS
"""Roswell Clerk's Office""",Hidalgo County Courthouse,302 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,09:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,303 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,304 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,09:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,305 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,306 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,09:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,307 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Laguna Tribal Building""",Grant County Clerk's Office,1400 HWY 180 E,,,Silver City,NM,88061,Grant,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/12/16,10/15/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Tue - Sat 8 AM - 5 PM,,
"""Laguna Tribal Building""",Grant County Clerk's Office,1401 HWY 180 E,,,Silver City,NM,88061,Grant,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/18/16,10/22/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Tue - Sat 8 AM - 5 PM,,
"""Laguna Tribal Building""",Grant County Clerk's Office,1402 HWY 180 E,,,Silver City,NM,88061,Grant,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/25/16,10/29/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Tue - Sat 8 AM - 5 PM,,
"""Laguna Tribal Building""",Grant County Clerk's Office,1403 HWY 180 E,,,Silver City,NM,88061,Grant,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,11/1/16,11/5/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Tue - Sat 8 AM - 5 PM,,
"""Rio Rancho Public Library""",Dona Ana Community College Sunland Park Learning Center,3365 McNutt Rd,,,Sunland Park,NM,88063,Do–a Ana,,Early Voting,10/22/16,10/22/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Rio Rancho Public Library""",Dona Ana Community College Sunland Park Learning Center,3366 McNutt Rd,,,Sunland Park,NM,88063,Do–a Ana,,Early Voting,10/25/16,10/29/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Rio Rancho Public Library""",Dona Ana Community College Sunland Park Learning Center,3367 McNutt Rd,,,Sunland Park,NM,88063,Do–a Ana,,Early Voting,11/1/16,11/5/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Daskalos Center""",Chaparral Far South Fire Station,827 Luna Street,,,Chaparral,NM,88081,Otero,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,November 5 Sat 10 AM - 6 PM,,
"""Meadowlark Senior Center""",Dona Ana Community College Chaparral Learning Center,755 Prescott Anthony Dr.,,,Chaparral,NM,88081,Otero,,Early Voting,10/22/16,10/22/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Meadowlark Senior Center""",Dona Ana Community College Chaparral Learning Center,756 Prescott Anthony Dr.,,,Chaparral,NM,88081,Otero,,Early Voting,10/25/16,10/29/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Meadowlark Senior Center""",Dona Ana Community College Chaparral Learning Center,757 Prescott Anthony Dr.,,,Chaparral,NM,88081,Otero,,Early Voting,11/1/16,11/5/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Fiesta del Norte Shopping Center""",Curry County Clerk's Office,417 Gidding Suite #140,,,Clovis,NM,88101,Curry,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""Fiesta del Norte Shopping Center""",Curry County Clerk's Office,418 Gidding Suite #140,,,Clovis,NM,88101,Curry,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""Fiesta del Norte Shopping Center""",Curry County Clerk's Office,419 Gidding Suite #140,,,Clovis,NM,88101,Curry,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""Fiesta del Norte Shopping Center""",Curry County Clerk's Office,420 Gidding Suite #140,,,Clovis,NM,88101,Curry,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""Shiprock Fire Station""",North Plains Mall,2809 North Prince St.,,,Clovis,NM,88101,Curry,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Shiprock Fire Station""",North Plains Mall,2810 North Prince St.,,,Clovis,NM,88101,Curry,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Shiprock Fire Station""",North Plains Mall,2811 North Prince St.,,,Clovis,NM,88101,Curry,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Sun Country Plaza""",De Baca County Clerk,248 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,249 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,250 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,251 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,252 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,253 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,254 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Sun Country Plaza""",De Baca County Clerk,255 East Ave C,,,Fort Summer,NM,88119,De Baca,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4:30 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,109 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,110 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,111 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,112 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,113 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,114 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,115 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Datil Fire Station""",Roosevelt County Clerk,116 West 1st Street,,,Portales,NM,88130,Roosevelt,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Ohkay Owingeh Senior Center""",Memorial Building,200 E. 7th Street,,,Portales,NM,88130,Roosevelt,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Ohkay Owingeh Senior Center""",Memorial Building,201 E. 7th Street,,,Portales,NM,88130,Roosevelt,,Early Voting,10/25/16,10/28/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Ohkay Owingeh Senior Center""",Memorial Building,202 E. 7th Street,,,Portales,NM,88130,Roosevelt,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Ohkay Owingeh Senior Center""",Memorial Building,203 E. 7th Street,,,Portales,NM,88130,Roosevelt,,Early Voting,11/1/16,11/4/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Ohkay Owingeh Senior Center""",Memorial Building,204 E. 7th Street,,,Portales,NM,88130,Roosevelt,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Newcomb Fire Station""",Roswell Mall - Main Entrance,4501 N. Main St.,,,Roswell,NM,88201,Chaves,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Newcomb Fire Station""",Roswell Mall - Main Entrance,4502 N. Main St.,,,Roswell,NM,88201,Chaves,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Newcomb Fire Station""",Roswell Mall - Main Entrance,4503 N. Main St.,,,Roswell,NM,88201,Chaves,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Central Mercado""",Roswell Clerk's Office,1 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 22  ",,
"""Central Mercado""",Roswell Clerk's Office,2 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 23",,
"""Central Mercado""",Roswell Clerk's Office,3 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 24",,
"""Central Mercado""",Roswell Clerk's Office,4 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 25",,
"""Central Mercado""",Roswell Clerk's Office,5 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 26",,
"""Central Mercado""",Roswell Clerk's Office,6 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 27",,
"""Central Mercado""",Roswell Clerk's Office,7 St. Mary's Pl.,,,Roswell,NM,88202,Chaves,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 28",,
"""Thomas Branigan Memorial Library""",Eddy County Clerk Sub-Office,605 S. First St.,,,Artesia,NM,88210,Eddy,,Early Voting,10/22/16,10/22/16,08:00:00-07:00,16:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 6:30 PM, Sat 8 AM - 4 PM",,
"""Thomas Branigan Memorial Library""",Eddy County Clerk Sub-Office,606 S. First St.,,,Artesia,NM,88210,Eddy,,Early Voting,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 6:30 PM, Sat 8 AM - 4 PM",,
"""Thomas Branigan Memorial Library""",Eddy County Clerk Sub-Office,607 S. First St.,,,Artesia,NM,88210,Eddy,,Early Voting,10/29/16,10/29/16,08:00:00-07:00,16:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 6:30 PM, Sat 8 AM - 4 PM",,
"""Thomas Branigan Memorial Library""",Eddy County Clerk Sub-Office,608 S. First St.,,,Artesia,NM,88210,Eddy,,Early Voting,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 6:30 PM, Sat 8 AM - 4 PM",,
"""Thomas Branigan Memorial Library""",Eddy County Clerk Sub-Office,609 S. First St.,,,Artesia,NM,88210,Eddy,,Early Voting,11/5/16,11/5/16,08:00:00-07:00,16:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 6:30 PM, Sat 8 AM - 4 PM",,
"""University of New Mexico Student Union Building""",Eddy County Clerk's Office,325 S. Main St.,,,Carlsbad,NM,88220,Eddy,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""University of New Mexico Student Union Building""",Eddy County Clerk's Office,326 S. Main St.,,,Carlsbad,NM,88220,Eddy,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""University of New Mexico Student Union Building""",Eddy County Clerk's Office,327 S. Main St.,,,Carlsbad,NM,88220,Eddy,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""University of New Mexico Student Union Building""",Eddy County Clerk's Office,328 S. Main St.,,,Carlsbad,NM,88220,Eddy,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM,,
"""Eldorado Senior Center""",Hagerman Joy Center,503 E Argyle,,,Hagerman,NM,88232,Chaves,,Early Voting,10/25/16,10/25/16,08:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue & Thu - Fri 8 AM - 5 PM,,
"""Eldorado Senior Center""",Hagerman Joy Center,504 E Argyle,,,Hagerman,NM,88232,Chaves,,Early Voting,10/27/16,10/28/16,08:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue & Thu - Fri 8 AM - 5 PM,,
"""Eldorado Senior Center""",Hagerman Joy Center,505 E Argyle,,,Hagerman,NM,88232,Chaves,,Early Voting,11/1/16,11/1/16,08:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue & Thu - Fri 8 AM - 5 PM,,
"""Eldorado Senior Center""",Hagerman Joy Center,506 E Argyle,,,Hagerman,NM,88232,Chaves,,Early Voting,11/3/16,11/4/16,08:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue & Thu - Fri 8 AM - 5 PM,,
"""Santo Domingo Pueblo Community Center""",Lea County Event Center,5101 N Lovington Hwy,,,Hobbs,NM,88240,Lea,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Santo Domingo Pueblo Community Center""",Lea County Event Center,5102 N Lovington Hwy,,,Hobbs,NM,88240,Lea,,Early Voting,10/25/16,10/29/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Santo Domingo Pueblo Community Center""",Lea County Event Center,5103 N Lovington Hwy,,,Hobbs,NM,88240,Lea,,Early Voting,11/1/16,11/5/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Torreon Chapter House""",Lea County Annex Office Complex,1019 East Bender Boulevard,,,Hobbs,NM,88240,Lea,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Torreon Chapter House""",Lea County Annex Office Complex,1020 East Bender Boulevard,,,Hobbs,NM,88240,Lea,,Early Voting,10/25/16,10/29/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Torreon Chapter House""",Lea County Annex Office Complex,1021 East Bender Boulevard,,,Hobbs,NM,88240,Lea,,Early Voting,11/1/16,11/5/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Mora County Courthouse - Clerk's Office""",Eunice Community Center,Twelfth & Avenue I,,,Eunice,NM,88252,Lea,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 9 AM - 6 PM,,
"""Mora County Courthouse - Clerk's Office""",Eunice Community Center,Twelfth & Avenue I,,,Eunice,NM,88252,Lea,,Early Voting,10/27/16,10/29/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 9 AM - 6 PM,,
"""Mora County Courthouse - Clerk's Office""",Eunice Community Center,Twelfth & Avenue I,,,Eunice,NM,88252,Lea,,Early Voting,11/3/16,11/5/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 9 AM - 6 PM,,
"""Chaparral Far South Fire Station""",Jal City Hall,309 South Main,,,Jal,NM,88252,Lea,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 9 AM - 6 PM,,
"""Chaparral Far South Fire Station""",Jal City Hall,310 South Main,,,Jal,NM,88252,Lea,,Early Voting,10/27/16,10/29/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 9 AM - 6 PM,,
"""Chaparral Far South Fire Station""",Jal City Hall,311 South Main,,,Jal,NM,88252,Lea,,Early Voting,11/3/16,11/5/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 9 AM - 6 PM,,
"""Los Altos Plaza""",Lea County Clerk's Office,100 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 22  ",,
"""Los Altos Plaza""",Lea County Clerk's Office,101 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 23",,
"""Los Altos Plaza""",Lea County Clerk's Office,102 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 24",,
"""Los Altos Plaza""",Lea County Clerk's Office,103 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 25",,
"""Los Altos Plaza""",Lea County Clerk's Office,104 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/29/16,10/29/16,09:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 26",,
"""Los Altos Plaza""",Lea County Clerk's Office,105 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 27",,
"""Los Altos Plaza""",Lea County Clerk's Office,106 North Main,,,Lovington,NM,88260,Lea,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,11/5/16,11/5/16,09:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 9 AM - 6 PM starting on October 28",,
"""Holly Plaza""",Lincoln County Courthouse,300 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 22  ",,
"""Holly Plaza""",Lincoln County Courthouse,301 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 23",,
"""Holly Plaza""",Lincoln County Courthouse,302 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 24",,
"""Holly Plaza""",Lincoln County Courthouse,303 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 25",,
"""Holly Plaza""",Lincoln County Courthouse,304 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 26",,
