loc_name,adr_1,adr_2,adr_3,city,state,zip,dirs,county,services,start_date,end_date,start_time,end_time,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Longmont St Vrain Community Hub,515 Coffman Street ,,,Longmont,CO,80501.0,Conference Room,Boulder,VSPC,10/24/16,10/28/16,08:00:00-6:00,18:00:00-6:00,203,"515 Coffman Street, Longmont, CO 80501",Conference Room,08:00 AM - 06:00 PM,,ho68763092,false,true,,,,poll39664691
Longmont St Vrain Community Hub,515 Coffman Street ,,,Longmont,CO,80501.0,Conference Room,Boulder,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,204,"515 Coffman Street, Longmont, CO 80501",Conference Room,09:00 AM - 01:00 PM,,ho68763092,false,true,,,,poll39664691
Longmont St Vrain Community Hub,515 Coffman Street ,,,Longmont,CO,80501.0,Conference Room,Boulder,VSPC,10/31/16,11/4/16,08:00:00-6:00,18:00:00-6:00,205,"515 Coffman Street, Longmont, CO 80501",Conference Room,08:00 AM - 06:00 PM,,ho68763092,false,true,,,,poll39664691
Longmont St Vrain Community Hub,515 Coffman Street ,,,Longmont,CO,80501.0,Conference Room,Boulder,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,206,"515 Coffman Street, Longmont, CO 80501",Conference Room,09:00 AM - 01:00 PM,,ho68763092,false,true,,,,poll39664691
Longmont St Vrain Community Hub,515 Coffman Street ,,,Longmont,CO,80501.0,Conference Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,207,"515 Coffman Street, Longmont, CO 80501",Conference Room,08:00 AM - 06:00 PM,,ho68763092,false,true,,,,poll39664691
Lafayette Clerk & Recorder's Office,1376 Miners Dr ,,,Lafayette,CO,80026.0,Conference Room,Boulder,VSPC,10/24/16,10/28/16,08:00:00-6:00,18:00:00-6:00,208,"1376 Miners Dr, Lafayette, CO 80026",Conference Room,08:00 AM - 06:00 PM,,ho70935889,false,true,,,,poll95731813
Lafayette Clerk & Recorder's Office,1376 Miners Dr ,,,Lafayette,CO,80026.0,Conference Room,Boulder,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,209,"1376 Miners Dr, Lafayette, CO 80026",Conference Room,09:00 AM - 01:00 PM,,ho70935889,false,true,,,,poll95731813
Lafayette Clerk & Recorder's Office,1376 Miners Dr ,,,Lafayette,CO,80026.0,Conference Room,Boulder,VSPC,10/31/16,11/4/16,08:00:00-6:00,18:00:00-6:00,210,"1376 Miners Dr, Lafayette, CO 80026",Conference Room,08:00 AM - 06:00 PM,,ho70935889,false,true,,,,poll95731813
Lafayette Clerk & Recorder's Office,1376 Miners Dr ,,,Lafayette,CO,80026.0,Conference Room,Boulder,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,211,"1376 Miners Dr, Lafayette, CO 80026",Conference Room,09:00 AM - 01:00 PM,,ho70935889,false,true,,,,poll95731813
Lafayette Clerk & Recorder's Office,1376 Miners Dr ,,,Lafayette,CO,80026.0,Conference Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,212,"1376 Miners Dr, Lafayette, CO 80026",Conference Room,08:00 AM - 06:00 PM,,ho70935889,false,true,,,,poll95731813
University Memorial Center University of Colorado,1669 Euclid Avenue ,,,Boulder,CO,80309.0,Aspen Room / Room 235,Boulder,VSPC,10/24/16,10/28/16,08:00:00-6:00,18:00:00-6:00,213,"1669 Euclid Avenue, Boulder, CO 80309",Aspen Room / Room 235,08:00 AM - 06:00 PM,,ho34906551,false,true,,,,poll56391380
University Memorial Center University of Colorado,1669 Euclid Avenue ,,,Boulder,CO,80309.0,Aspen Room / Room 235,Boulder,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,214,"1669 Euclid Avenue, Boulder, CO 80309",Aspen Room / Room 235,09:00 AM - 01:00 PM,,ho34906551,false,true,,,,poll56391380
University Memorial Center University of Colorado,1669 Euclid Avenue ,,,Boulder,CO,80309.0,Aspen Room / Room 235,Boulder,VSPC,10/31/16,11/4/16,08:00:00-6:00,18:00:00-6:00,215,"1669 Euclid Avenue, Boulder, CO 80309",Aspen Room / Room 235,08:00 AM - 06:00 PM,,ho34906551,false,true,,,,poll56391380
University Memorial Center University of Colorado,1669 Euclid Avenue ,,,Boulder,CO,80309.0,Aspen Room / Room 236,Boulder,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,216,"1669 Euclid Avenue, Boulder, CO 80309",Aspen Room / Room 236,09:00 AM - 01:00 PM,,ho34906551,false,true,,,,poll56391380
University Memorial Center University of Colorado,1669 Euclid Avenue ,,,Boulder,CO,80309.0,Aspen Room / Room 235,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,217,"1669 Euclid Avenue, Boulder, CO 80309",Aspen Room / Room 235,08:00 AM - 06:00 PM,,ho34906551,false,true,,,,poll56391380
Boulder Meadows,4500 19th Street ,,,Boulder,CO,80304.0,Community Room,Boulder,VSPC,10/24/16,10/28/16,08:00:00-6:00,18:00:00-6:00,218,"4500 19th Street, Boulder, CO 80304",Community Room,08:00 AM - 06:00 PM,,ho12763717,false,true,,,,poll51510152
Boulder Meadows,4500 19th Street ,,,Boulder,CO,80304.0,Community Room,Boulder,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,219,"4500 19th Street, Boulder, CO 80304",Community Room,09:00 AM - 01:00 PM,,ho12763717,false,true,,,,poll51510152
Boulder Meadows,4500 19th Street ,,,Boulder,CO,80304.0,Community Room,Boulder,VSPC,10/31/16,11/4/16,08:00:00-6:00,18:00:00-6:00,220,"4500 19th Street, Boulder, CO 80304",Community Room,08:00 AM - 06:00 PM,,ho12763717,false,true,,,,poll51510152
Boulder Meadows,4500 19th Street ,,,Boulder,CO,80304.0,Community Room,Boulder,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,221,"4500 19th Street, Boulder, CO 80304",Community Room,09:00 AM - 01:00 PM,,ho12763717,false,true,,,,poll51510152
Boulder Meadows,4500 19th Street ,,,Boulder,CO,80304.0,Community Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,222,"4500 19th Street, Boulder, CO 80304",Community Room,08:00 AM - 06:00 PM,,ho12763717,false,true,,,,poll51510152
Longmont Fire Station #5,617 Barberry Drive,,,Longmont,CO,80503.0,Community Room,Boulder,VSPC,10/24/16,10/28/16,08:00:00-6:00,18:00:00-6:00,223,"617 Barberry Drive, Longmont, CO 80503",Community Room,08:00 AM - 06:00 PM,,ho20517449,false,true,,,,poll37585564
Longmont Fire Station #5,617 Barberry Drive,,,Longmont,CO,80503.0,Community Room,Boulder,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,224,"617 Barberry Drive, Longmont, CO 80503",Community Room,09:00 AM - 01:00 PM,,ho20517449,false,true,,,,poll37585564
Longmont Fire Station #5,617 Barberry Drive,,,Longmont,CO,80503.0,Community Room,Boulder,VSPC,10/31/16,11/4/16,08:00:00-6:00,18:00:00-6:00,225,"617 Barberry Drive, Longmont, CO 80503",Community Room,08:00 AM - 06:00 PM,,ho20517449,false,true,,,,poll37585564
Longmont Fire Station #5,617 Barberry Drive,,,Longmont,CO,80503.0,Community Room,Boulder,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,226,"617 Barberry Drive, Longmont, CO 80503",Community Room,09:00 AM - 01:00 PM,,ho20517449,false,true,,,,poll37585564
Longmont Fire Station #5,617 Barberry Drive,,,Longmont,CO,80503.0,Community Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,227,"617 Barberry Drive, Longmont, CO 80503",Community Room,08:00 AM - 06:00 PM,,ho20517449,false,true,,,,poll37585564
Louisville Police Department,992 W Via Apia Way,,,Louisville,CO,80027.0,Training Room,Boulder,VSPC,10/24/16,10/28/16,08:00:00-6:00,18:00:00-6:00,228,"992 W Via Apia Way, Louisville, CO 80027",Training Room,08:00 AM - 06:00 PM,,ho9149392,false,true,,,,poll8827772
Louisville Police Department,992 W Via Apia Way,,,Louisville,CO,80027.0,Training Room,Boulder,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,229,"992 W Via Apia Way, Louisville, CO 80027",Training Room,09:00 AM - 01:00 PM,,ho9149392,false,true,,,,poll8827772
Louisville Police Department,992 W Via Apia Way,,,Louisville,CO,80027.0,Training Room,Boulder,VSPC,10/31/16,11/4/16,08:00:00-6:00,18:00:00-6:00,230,"992 W Via Apia Way, Louisville, CO 80027",Training Room,08:00 AM - 06:00 PM,,ho9149392,false,true,,,,poll8827772
Louisville Police Department,992 W Via Apia Way,,,Louisville,CO,80027.0,Training Room,Boulder,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,231,"992 W Via Apia Way, Louisville, CO 80027",Training Room,09:00 AM - 01:00 PM,,ho9149392,false,true,,,,poll8827772
Louisville Police Department,992 W Via Apia Way,,,Louisville,CO,80027.0,Training Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,232,"992 W Via Apia Way, Louisville, CO 80027",Training Room,08:00 AM - 06:00 PM,,ho9149392,false,true,,,,poll8827772
Lafayette Public Library,775 W Baseline Road ,,,Lafayette,CO,80026.0,Reading Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,233,"775 W Baseline Road, Lafayette, CO 80026",Reading Room,08:00 AM - 06:00 PM,,ho85621380,false,true,,,,poll66857568
Life Bridge Christian Church,10345 Ute Highway,,,Longmont,CO,80504.0,Fellowship Hall,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,234,"10345 Ute Highway, Longmont, CO 80504",Fellowship Hall,08:00 AM - 06:00 PM,,ho69640844,false,true,,,,poll73543532
Superior Town Hall,124 E Coal Creek Drive ,,,Superior,CO,80027.0,Council Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,235,"124 E Coal Creek Drive, Superior, CO 80027",Council Room,08:00 AM - 06:00 PM,,ho69160771,false,true,,,,poll25390782
Nederland Community Center,750 N Highway 72 ,,,Nederland,CO,80466.0,Community Hall,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,236,"750 N Highway 72, Nederland, CO 80466",Community Hall,08:00 AM - 06:00 PM,,ho38470634,false,true,,,,poll1721866
Golden West Assisted Living,1055 Adams Circle,,,Boulder,CO,80303.0,Community Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,237,"1055 Adams Circle, Boulder, CO 80303",Community Room,08:00 AM - 06:00 PM,,ho64108503,false,true,,,,poll61947427
Hampton Inn & Suites,6333 Lookout Road,,,Boulder,CO,80301.0,Conference Center,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,238,"6333 Lookout Road, Boulder, CO 80301",Conference Center,08:00 AM - 06:00 PM,,ho14298559,false,true,,,,poll79178545
St Paul United Methodist Churc,4215 Grinnell Avenue ,,,Boulder,CO,80305.0,Gym,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,239,"4215 Grinnell Avenue, Boulder, CO 80305",Gym,08:00 AM - 06:00 PM,,ho32450012,false,true,,,,poll46155643
Longmont Fire Station #3,1000 Pace Street,,,Longmont,CO,80504.0,Community Room,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,240,"1000 Pace Street, Longmont, CO 80504",Community Room,08:00 AM - 06:00 PM,,ho60221371,false,true,,,,poll12783650
Boulder Municipal Building,1777 Broadway,,,Boulder,CO,,,Boulder,VSPC,11/7/16,11/7/16,08:00:00-7:00,18:00:00-7:00,241,"1777 Broadway, Boulder, CO ",,08:00 AM - 06:00 PM,,ho34779927,false,true,,,,poll4391924
George Di Ciero City and County Building,1 DesCombes Drive ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,242,"1 DesCombes Drive, Broomfield, CO 80020",,08:00 AM - 05:00 PM,,ho13206699,false,true,,,,poll16105873
George Di Ciero City and County Building,1 DesCombes Drive ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,243,"1 DesCombes Drive, Broomfield, CO 80020",,08:00 AM - 12:00 PM,,ho13206699,false,true,,,,poll16105873
George Di Ciero City and County Building,1 DesCombes Drive ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,244,"1 DesCombes Drive, Broomfield, CO 80020",,08:00 AM - 05:00 PM,,ho13206699,false,true,,,,poll16105873
George Di Ciero City and County Building,1 DesCombes Drive ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,245,"1 DesCombes Drive, Broomfield, CO 80020",,08:00 AM - 12:00 PM,,ho13206699,false,true,,,,poll16105873
George Di Ciero City and County Building,1 DesCombes Drive ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,246,"1 DesCombes Drive, Broomfield, CO 80020",,08:00 AM - 05:00 PM,,ho13206699,false,true,,,,poll16105873
Paul Derda Recreation Center,13201 Lowell Blvd ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,247,"13201 Lowell Blvd, Broomfield, CO 80020",,08:00 AM - 05:00 PM,,ho84281680,false,true,,,,poll62121497
Paul Derda Recreation Center,13201 Lowell Blvd ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,248,"13201 Lowell Blvd, Broomfield, CO 80020",,08:00 AM - 12:00 PM,,ho84281680,false,true,,,,poll62121497
Paul Derda Recreation Center,13201 Lowell Blvd ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,249,"13201 Lowell Blvd, Broomfield, CO 80020",,08:00 AM - 05:00 PM,,ho84281680,false,true,,,,poll62121497
Paul Derda Recreation Center,13201 Lowell Blvd ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,250,"13201 Lowell Blvd, Broomfield, CO 80020",,08:00 AM - 12:00 PM,,ho84281680,false,true,,,,poll62121497
Paul Derda Recreation Center,13201 Lowell Blvd ,,,Broomfield,CO,80020.0,,Broomfield,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,251,"13201 Lowell Blvd, Broomfield, CO 80020",,08:00 AM - 05:00 PM,,ho84281680,false,true,,,,poll62121497
Flatiron Marketplace,170 W Flatiron Crossing Dr,,,Broomfield,CO,80012.0,,Broomfield,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,252,"170 W Flatiron Crossing Dr, Broomfield, CO 80012",,08:00 AM - 05:00 PM,,ho45124557,false,true,,,,poll98092374
Flatiron Marketplace,170 W Flatiron Crossing Dr,,,Broomfield,CO,80012.0,,Broomfield,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,253,"170 W Flatiron Crossing Dr, Broomfield, CO 80012",,08:00 AM - 12:00 PM,,ho45124557,false,true,,,,poll98092374
Flatiron Marketplace,170 W Flatiron Crossing Dr,,,Broomfield,CO,80012.0,,Broomfield,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,254,"170 W Flatiron Crossing Dr, Broomfield, CO 80012",,08:00 AM - 05:00 PM,,ho45124557,false,true,,,,poll98092374
Flatiron Marketplace,170 W Flatiron Crossing Dr,,,Broomfield,CO,80012.0,,Broomfield,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,255,"170 W Flatiron Crossing Dr, Broomfield, CO 80012",,08:00 AM - 12:00 PM,,ho45124557,false,true,,,,poll98092374
Flatiron Marketplace,170 W Flatiron Crossing Dr,,,Broomfield,CO,80012.0,,Broomfield,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,256,"170 W Flatiron Crossing Dr, Broomfield, CO 80012",,08:00 AM - 05:00 PM,,ho45124557,false,true,,,,poll98092374
Salida VSPC,104 Crestone Ave,,,Salida,CO,,,Chaffee,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,257,"104 Crestone Ave, Salida, CO ",,08:00 AM - 05:00 PM,,ho72360522,false,true,,,,poll91729346
Salida VSPC,104 Crestone Ave,,,Salida,CO,,,Chaffee,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,258,"104 Crestone Ave, Salida, CO ",,08:00 AM - 12:00 PM,,ho72360522,false,true,,,,poll91729346
Salida VSPC,104 Crestone Ave,,,Salida,CO,,,Chaffee,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,259,"104 Crestone Ave, Salida, CO ",,08:00 AM - 05:00 PM,,ho72360522,false,true,,,,poll91729346
Salida VSPC,104 Crestone Ave,,,Salida,CO,,,Chaffee,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,260,"104 Crestone Ave, Salida, CO ",,08:00 AM - 12:00 PM,,ho72360522,false,true,,,,poll91729346
Salida VSPC,104 Crestone Ave,,,Salida,CO,,,Chaffee,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,261,"104 Crestone Ave, Salida, CO ",,08:00 AM - 05:00 PM,,ho72360522,false,true,,,,poll91729346
Buena Vista VSPC,112 Linderman Ave,,,Buena Vista,CO,,,Chaffee,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,262,"112 Linderman Ave, Buena Vista, CO ",,08:00 AM - 04:00 PM,,ho28715194,false,true,,,,poll39703908
Buena Vista VSPC,112 Linderman Ave,,,Buena Vista,CO,,,Chaffee,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,263,"112 Linderman Ave, Buena Vista, CO ",,08:00 AM - 12:00 PM,,ho28715194,false,true,,,,poll39703908
Buena Vista VSPC,112 Linderman Ave,,,Buena Vista,CO,,,Chaffee,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,264,"112 Linderman Ave, Buena Vista, CO ",,08:00 AM - 04:00 PM,,ho28715194,false,true,,,,poll39703908
County Courthouse,51 S 1st St,,,Cheyenne Wells,CO,,,Cheyenne,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,265,"51 S 1st St, Cheyenne Wells, CO ",,08:00 AM - 12:00 PM,,ho51580964,false,true,,,,poll19256122
County Courthouse,51 S 1st St,,,Cheyenne Wells,CO,,,Cheyenne,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,266,"51 S 1st St, Cheyenne Wells, CO ",,08:00 AM - 12:00 PM,,ho51580964,false,true,,,,poll19256122
Clear Creek County Clerks's Office,405 Argentine Street,,,Georgetown,CO,80444.0,,Clear Creek,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,267,"405 Argentine Street, Georgetown, CO 80444",,10:00 AM - 02:00 PM,,ho96540201,false,true,,,,poll49956019
Clear Creek County Clerks's Office,405 Argentine Street,,,Georgetown,CO,80444.0,,Clear Creek,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00,268,"405 Argentine Street, Georgetown, CO 80444",,10:00 AM - 02:00 PM,,ho96540201,false,true,,,,poll49956019
Conejos County Clerk & Recorder,6683 County Road 13,,,Conejos,CO,81129.0,,Conejos,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,269,"6683 County Road 13, Conejos, CO 81129",,08:00 AM - 12:00 PM,,ho26602852,false,true,,,,poll2037122
Conejos County Clerk & Recorder,6683 County Road 13,,,Conejos,CO,81129.0,,Conejos,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,270,"6683 County Road 13, Conejos, CO 81129",,08:00 AM - 12:00 PM,,ho26602852,false,true,,,,poll2037122
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,10/24/16,10/27/16,07:00:00-6:00,17:30:00-6:00,271,"400 Gasper Street, San Luis, CO 81152",Suite 101,07:00 AM - 05:30 PM,,ho37696865,false,true,,,,poll70885164
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,10/28/16,10/28/16,08:00:00-6:00,16:00:00-6:00,272,"400 Gasper Street, San Luis, CO 81152",Suite 101,08:00 AM - 04:00 PM,,ho37696865,false,true,,,,poll70885164
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,273,"400 Gasper Street, San Luis, CO 81152",Suite 101,08:00 AM - 12:00 PM,,ho37696865,false,true,,,,poll70885164
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,10/31/16,11/3/16,07:00:00-6:00,17:30:00-6:00,274,"400 Gasper Street, San Luis, CO 81152",Suite 101,07:00 AM - 05:30 PM,,ho37696865,false,true,,,,poll70885164
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,11/4/16,1/4/16,08:00:00-6:00,16:00:00-6:00,275,"400 Gasper Street, San Luis, CO 81152",Suite 101,08:00 AM - 04:00 PM,,ho37696865,false,true,,,,poll70885164
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,276,"400 Gasper Street, San Luis, CO 81152",Suite 101,08:00 AM - 12:00 PM,,ho37696865,false,true,,,,poll70885164
Costilla County Clerk & Recorder,400 Gasper Street,,,San Luis,CO,81152.0,Suite 101,Costilla,VSPC,11/7/16,11/7/16,07:00:00-7:00,17:30:00-7:00,277,"400 Gasper Street, San Luis, CO 81152",Suite 101,07:00 AM - 05:30 PM,,ho37696865,false,true,,,,poll70885164
Crowley County Clerk's Office,631 Main Street,,,Ordway,CO,81063.0,Suite 102,Crowley,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,278,"631 Main Street, Ordway, CO 81063",Suite 102,08:00 AM - 12:00 PM,,ho56926078,false,true,,,,poll64096261
Crowley County Clerk's Office,631 Main Street,,,Ordway,CO,81063.0,Suite 102,Crowley,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,279,"631 Main Street, Ordway, CO 81063",Suite 102,08:00 AM - 12:00 PM,,ho56926078,false,true,,,,poll64096261
Custer County Courthouse,205 S 6th Street,,,Westcliffe,CO,81252.0,,Custer,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00,280,"205 S 6th Street, Westcliffe, CO 81252",,08:00 AM - 04:00 PM,,ho3160518,false,true,,,,poll55579525
Custer County Courthouse,205 S 6th Street,,,Westcliffe,CO,81252.0,,Custer,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,281,"205 S 6th Street, Westcliffe, CO 81252",,08:00 AM - 12:00 PM,,ho3160518,false,true,,,,poll55579525
Custer County Courthouse,205 S 6th Street,,,Westcliffe,CO,81252.0,,Custer,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,282,"205 S 6th Street, Westcliffe, CO 81252",,08:00 AM - 04:00 PM,,ho3160518,false,true,,,,poll55579525
Custer County Courthouse,205 S 6th Street,,,Westcliffe,CO,81252.0,,Custer,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,283,"205 S 6th Street, Westcliffe, CO 81252",,08:00 AM - 12:00 PM,,ho3160518,false,true,,,,poll55579525
Custer County Courthouse,205 S 6th Street,,,Westcliffe,CO,81252.0,,Custer,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,284,"205 S 6th Street, Westcliffe, CO 81252",,08:00 AM - 04:00 PM,,ho3160518,false,true,,,,poll55579525
Delta County Courthouse,501 Palmer Street,,,Delta,CO,81416.0,,Delta,VSPC,10/24/16,10/28/16,08:30:00-6:00,04:30:00-6:00,285,"501 Palmer Street, Delta, CO 81416",,08:30 AM - 04:30 AM,,ho59685350,false,true,,,,poll99511595
Delta County Courthouse,501 Palmer Street,,,Delta,CO,81416.0,,Delta,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,286,"501 Palmer Street, Delta, CO 81416",,09:00 AM - 01:00 PM,,ho59685350,false,true,,,,poll99511595
Delta County Courthouse,501 Palmer Street,,,Delta,CO,81416.0,,Delta,VSPC,10/31/16,11/4/16,08:30:00-6:00,04:30:00-6:00,287,"501 Palmer Street, Delta, CO 81416",,08:30 AM - 04:30 AM,,ho59685350,false,true,,,,poll99511595
Delta County Courthouse,501 Palmer Street,,,Delta,CO,81416.0,,Delta,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,288,"501 Palmer Street, Delta, CO 81416",,09:00 AM - 01:00 PM,,ho59685350,false,true,,,,poll99511595
Delta County Courthouse,501 Palmer Street,,,Delta,CO,81416.0,,Delta,VSPC,11/7/16,11/7/16,08:30:00-7:00,04:30:00-7:00,289,"501 Palmer Street, Delta, CO 81416",,08:30 AM - 04:30 AM,,ho59685350,false,true,,,,poll99511595
North Fork Annex,196 W Hotchkiss Ave,,,Hotchkiss,CO,81419.0,,Delta,VSPC,11/4/16,11/4/16,08:30:00-6:00,12:30:00-6:00,290,"196 W Hotchkiss Ave, Hotchkiss, CO 81419",,08:30 AM - 12:30 PM,,ho50255554,false,true,,,,poll54930732
North Fork Annex,196 W Hotchkiss Ave,,,Hotchkiss,CO,81419.0,,Delta,VSPC,11/4/16,11/4/16,13:30:00-6:00,16:30:00-6:00,291,"196 W Hotchkiss Ave, Hotchkiss, CO 81419",,01:30 PM - 04:30 PM,,ho50255554,false,true,,,,poll54930732
North Fork Annex,196 W Hotchkiss Ave,,,Hotchkiss,CO,81419.0,,Delta,VSPC,11/7/16,11/7/16,08:30:00-7:00,12:30:00-7:00,292,"196 W Hotchkiss Ave, Hotchkiss, CO 81419",,08:30 AM - 12:30 PM,,ho50255554,false,true,,,,poll54930732
North Fork Annex,196 W Hotchkiss Ave,,,Hotchkiss,CO,81419.0,,Delta,VSPC,11/7/16,11/7/16,13:30:00-7:00,16:30:00-7:00,293,"196 W Hotchkiss Ave, Hotchkiss, CO 81419",,01:30 PM - 04:30 PM,,ho50255554,false,true,,,,poll54930732
Clerk's Office,409 N Main Street,,,Dove Creek ,CO,81324.0,,Dolores,VSPC,10/22/16,10/22/16,08:00:00-6:00,12:00:00-6:00,294,"409 N Main Street, Dove Creek, CO 81324",,08:00 AM - 12:00 PM,,ho2498945,false,true,,,,poll12401578
Clerk's Office,409 N Main Street,,,Dove Creek ,CO,81324.0,,Dolores,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,295,"409 N Main Street, Dove Creek, CO 81324",,08:00 AM - 12:00 PM,,ho2498945,false,true,,,,poll12401578
Clerk's Office,409 N Main Street,,,Dove Creek ,CO,81324.0,,Dolores,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,296,"409 N Main Street, Dove Creek, CO 81324",,08:00 AM - 12:00 PM,,ho2498945,false,true,,,,poll12401578
