loc_name,adr_1,adr_2,adr_3,city,state,zip,dirs,county,services,start_date,end_date,start_time,end_time,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,97,"404 E Front St, Byers, CO 80103",,10:00 AM - 07:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,98,"404 E Front St, Byers, CO 80103",,09:00 AM - 05:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,99,"404 E Front St, Byers, CO 80103",,09:00 AM - 03:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,100,"404 E Front St, Byers, CO 80103",,09:00 AM - 05:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,101,"404 E Front St, Byers, CO 80103",,10:00 AM - 07:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,102,"404 E Front St, Byers, CO 80103",,09:00 AM - 05:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,103,"404 E Front St, Byers, CO 80103",,09:00 AM - 03:00 PM,,ho9368241,false,true,,,,poll84215368
Kelver Library,404 E Front St,,,Byers,CO,80103.0,,Araphahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,104,"404 E Front St, Byers, CO 80103",,09:00 AM - 05:00 PM,,ho9368241,false,true,,,,poll84215368
Vista PEAK Preparatory School,24500 E 6th Ave,,,Aurora,CO,80018.0,,Araphahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,105,"24500 E 6th Ave, Aurora, CO 80018",,09:00 AM - 03:00 PM,,ho98138420,false,true,,,,poll50277356
Vista PEAK Preparatory School,24500 E 6th Ave,,,Aurora,CO,80018.0,,Araphahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,106,"24500 E 6th Ave, Aurora, CO 80018",,09:00 AM - 05:00 PM,,ho98138420,false,true,,,,poll50277356
Cherry Creek Instructional Support Facility,5416 S Riviera Way,,,Centennial,CO,80015.0,,Araphahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,107,"5416 S Riviera Way, Centennial, CO 80015",,09:00 AM - 03:00 PM,,ho54101183,false,true,,,,poll63656153
Cherry Creek Instructional Support Facility,5416 S Riviera Way,,,Centennial,CO,80015.0,,Araphahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,108,"5416 S Riviera Way, Centennial, CO 80015",,09:00 AM - 05:00 PM,,ho54101183,false,true,,,,poll63656153
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,109,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 05:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,110,"6954 S Lima St, Centennial, CO 80112",,10:00 AM - 07:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,111,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 05:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,112,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 03:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,113,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 05:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,114,"6954 S Lima St, Centennial, CO 80112",,10:00 AM - 07:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,115,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 05:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,116,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 03:00 PM,,ho49217148,false,true,,,,poll34728906
Clerk and Recorder Centennial Branch,6954 S Lima St,,,Centennial,CO,80112.0,,Araphahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,117,"6954 S Lima St, Centennial, CO 80112",,09:00 AM - 05:00 PM,,ho49217148,false,true,,,,poll34728906
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,118,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 05:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,119,"5428 S Biscay Cir, Centennial, CO 80015",,10:00 AM - 07:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,120,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 05:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,121,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 03:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,122,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 05:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,123,"5428 S Biscay Cir, Centennial, CO 80015",,10:00 AM - 07:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,124,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 05:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,125,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 03:00 PM,,ho20729268,false,true,,,,poll89586512
Smoky Hill Library,5428 S Biscay Cir,,,Centennial ,CO,80015.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,126,"5428 S Biscay Cir, Centennial, CO 80015",,09:00 AM - 05:00 PM,,ho20729268,false,true,,,,poll89586512
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,127,"6972 South Vine Street, Centennial, CO 80122",,09:00 AM - 05:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,128,"6972 South Vine Street, Centennial, CO 80122",,10:00 AM - 07:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,129,"6972 South Vine Street, Centennial, CO 80122",,09:00 AM - 05:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,130,"6972 South Vine Street, Centennial, CO 80122",,09:00 AM - 03:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,131,"6972 South Vine Street, Centennial, CO 80122",,09:00 AM - 05:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,132,"6972 South Vine Street, Centennial, CO 80122",,10:00 AM - 07:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,133,"6972 South Vine Street, Centennial, CO 80122",,09:00 AM - 05:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6972 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,134,"6972 South Vine Street, Centennial, CO 80122",,09:00 AM - 03:00 PM,,ho32702959,false,true,,,,poll95489713
Southglenn Library,6980 South Vine Street,,,Centennial ,CO,80122.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,135,"6980 South Vine Street, Centennial, CO 80122",,09:00 AM - 05:00 PM,,ho19207868,false,true,,,,poll16275842
St Thomas Moore Catholic Parish,8035 S Quebeck St,,,Centennial,CO,80112.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,136,"8035 S Quebeck St, Centennial, CO 80112",,09:00 AM - 03:00 PM,,ho19662618,false,true,,,,poll25081321
St Thomas Moore Catholic Parish,8035 S Quebeck St,,,Centennial,CO,80112.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,137,"8035 S Quebeck St, Centennial, CO 80112",,09:00 AM - 05:00 PM,,ho19662618,false,true,,,,poll25081321
Potter's House of Denver,9495 E Florida Ave,,,Denver,CO,80247.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,138,"9495 E Florida Ave, Denver, CO 80247",,09:00 AM - 03:00 PM,,ho551868,false,true,,,,poll29683591
Potter's House of Denver,9495 E Florida Ave,,,Denver,CO,80247.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,139,"9495 E Florida Ave, Denver, CO 80247",,09:00 AM - 05:00 PM,,ho551868,false,true,,,,poll29683591
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,140,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 05:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,141,"1000 Englewood Pkwy, Englewood, CO 80110",,10:00 AM - 07:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,142,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 05:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,143,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 03:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,144,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 05:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,145,"1000 Englewood Pkwy, Englewood, CO 80110",,10:00 AM - 07:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,146,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 05:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,147,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 03:00 PM,,ho33122078,false,true,,,,poll46388957
Englewood Civic Center,1000 Englewood Pkwy,,,Englewood,CO,80110.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,148,"1000 Englewood Pkwy, Englewood, CO 80110",,09:00 AM - 05:00 PM,,ho33122078,false,true,,,,poll46388957
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,149,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 05:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,150,"950 S Birch St, Glendale, CO 80246",,10:00 AM - 07:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,151,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 05:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,152,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 03:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,153,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 05:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,154,"950 S Birch St, Glendale, CO 80246",,10:00 AM - 07:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,155,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 05:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,156,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 03:00 PM,,ho5551420,false,true,,,,poll50680356
City of Glendale,950 S Birch St,,,Glendale,CO,80246.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,157,"950 S Birch St, Glendale, CO 80246",,09:00 AM - 05:00 PM,,ho5551420,false,true,,,,poll50680356
City of Greenwood Village,6060 S Quebec St ,,,Greenwood Village,CO,80111.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,158,"6060 S Quebec St, Greenwood Village, CO 80111",,09:00 AM - 03:00 PM,,ho13227564,false,true,,,,poll63759349
City of Greenwood Village,6060 S Quebec St ,,,Greenwood Village,CO,80111.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,159,"6060 S Quebec St, Greenwood Village, CO 80111",,09:00 AM - 05:00 PM,,ho13227564,false,true,,,,poll63759349
Hope United Methodist Church,5101 S Dayton St ,,,Greenwood Village,CO,80111.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,160,"5101 S Dayton St, Greenwood Village, CO 80111",,09:00 AM - 03:00 PM,,ho45222752,false,true,,,,poll53775014
Hope United Methodist Church,5101 S Dayton St ,,,Greenwood Village,CO,80111.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,161,"5101 S Dayton St, Greenwood Village, CO 80111",,09:00 AM - 05:00 PM,,ho45222752,false,true,,,,poll53775014
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,162,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 05:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,163,"5334 S Prince St, Littleton, CO 80120",,10:00 AM - 07:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,164,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 05:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,165,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 03:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,166,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 05:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,167,"5334 S Prince St, Littleton, CO 80120",,10:00 AM - 07:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,168,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 05:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,169,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 03:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Administration Bldg.,5334 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,170,"5334 S Prince St, Littleton, CO 80120",,09:00 AM - 05:00 PM,,ho23111184,false,true,,,,poll82371974
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,10/24/16,10/24/16,09:00:00-6:00,17:00:00-6:00,171,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 05:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,10/25/16,10/25/16,10:00:00-6:00,19:00:00-6:00,172,"5251 S Federal Blvd, Littleton, CO 80123",,10:00 AM - 07:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,10/26/16,10/28/16,09:00:00-6:00,17:00:00-6:00,173,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 05:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,10/29/16,10/29/16,09:00:00-6:00,15:00:00-6:00,174,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 03:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,10/31/16,10/31/16,09:00:00-6:00,17:00:00-6:00,175,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 05:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,11/1/16,11/1/16,10:00:00-6:00,19:00:00-6:00,176,"5251 S Federal Blvd, Littleton, CO 80123",,10:00 AM - 07:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,11/2/16,11/4/16,09:00:00-6:00,17:00:00-6:00,177,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 05:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,178,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 03:00 PM,,ho71713888,false,true,,,,poll806119
Arapahoe County Elections Facility,5251 S Federal Blvd,,,Littleton,CO,80123.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,179,"5251 S Federal Blvd, Littleton, CO 80123",,09:00 AM - 05:00 PM,,ho71713888,false,true,,,,poll806119
St Mary Catholic Parish,6853 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,11/5/16,11/5/16,09:00:00-6:00,15:00:00-6:00,180,"6853 S Prince St, Littleton, CO 80120",,09:00 AM - 03:00 PM,,ho27252847,false,true,,,,poll48228135
St Mary Catholic Parish,6853 S Prince St,,,Littleton,CO,80120.0,,Arapahoe,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,181,"6853 S Prince St, Littleton, CO 80120",,09:00 AM - 05:00 PM,,ho27252847,false,true,,,,poll48228135
County Election Office,449 San Juan St,,,Pagosa Springs,CO,80114.0,Lower level,Archuleta,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00,182,"449 San Juan St, Pagosa Springs, CO 80114",Lower level,08:00 AM - 04:00 PM,,ho7253239,false,true,,,,poll84105846
County Election Office,449 San Juan St,,,Pagosa Springs,CO,80114.0,Lower level,Archuleta,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,183,"449 San Juan St, Pagosa Springs, CO 80114",Lower level,08:00 AM - 12:00 PM,,ho7253239,false,true,,,,poll84105846
County Election Office,449 San Juan St,,,Pagosa Springs,CO,80114.0,Lower level,Archuleta,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,184,"449 San Juan St, Pagosa Springs, CO 80114",Lower level,08:00 AM - 04:00 PM,,ho7253239,false,true,,,,poll84105846
County Election Office,449 San Juan St,,,Pagosa Springs,CO,80114.0,Lower level,Archuleta,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,185,"449 San Juan St, Pagosa Springs, CO 80114",Lower level,08:00 AM - 12:00 PM,,ho7253239,false,true,,,,poll84105846
County Election Office,449 San Juan St,,,Pagosa Springs,CO,80114.0,Lower level,Archuleta,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,186,"449 San Juan St, Pagosa Springs, CO 80114",Lower level,08:00 AM - 04:00 PM,,ho7253239,false,true,,,,poll84105846
Baca County Courthouse,741 Main Street,,,Springfield,CO,81073.0,,Baca,VSPC,10/24/16,10/28/16,08:30:00-6:00,17:00:00-6:00,187,"741 Main Street, Springfield, CO 81073",,08:30 AM - 05:00 PM,,ho57672602,false,true,,,,poll44035951
Baca County Courthouse,741 Main Street,,,Springfield,CO,81073.0,,Baca,VSPC,10/29/16,10/29/16,08:30:00-6:00,12:30:00-6:00,188,"741 Main Street, Springfield, CO 81073",,08:30 AM - 12:30 PM,,ho57672602,false,true,,,,poll44035951
Baca County Courthouse,741 Main Street,,,Springfield,CO,81073.0,,Baca,VSPC,10/31/16,11/4/16,08:30:00-6:00,17:00:00-6:00,189,"741 Main Street, Springfield, CO 81073",,08:30 AM - 05:00 PM,,ho57672602,false,true,,,,poll44035951
Baca County Courthouse,741 Main Street,,,Springfield,CO,81073.0,,Baca,VSPC,11/5/16,11/5/16,08:30:00-6:00,12:30:00-6:00,190,"741 Main Street, Springfield, CO 81073",,08:30 AM - 12:30 PM,,ho57672602,false,true,,,,poll44035951
Baca County Courthouse,741 Main Street,,,Springfield,CO,81073.0,,Baca,VSPC,11/7/16,11/7/16,08:30:00-7:00,17:00:00-7:00,191,"741 Main Street, Springfield, CO 81073",,08:30 AM - 05:00 PM,,ho57672602,false,true,,,,poll44035951
Bent County Courthouse,725 Bent Ave,,,Las Animas,CO,81054.0,,Bent,VSPC,10/17/16,10/21/16,08:30:00-6:00,16:30:00-6:00,192,"725 Bent Ave, Las Animas, CO 81054",,08:30 AM - 04:30 PM,,ho41963037,false,true,,,,poll3004360
Bent County Courthouse,725 Bent Ave,,,Las Animas,CO,81054.0,,Bent,VSPC,10/24/16,10/28/16,08:30:00-6:00,16:30:00-6:00,193,"725 Bent Ave, Las Animas, CO 81054",,08:30 AM - 04:30 PM,,ho41963037,false,true,,,,poll3004360
