ocd_division,homepage,county,loc_name,address_one,address_two,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt_1,appt_2,appt_3,subject_to_change,notes,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:il/county:will,http://www.thewillcountyclerk.com/connect/site/,Will County,Village of Romeoville,1050 W. Romeo Rd.,,,Romeoville,IL,60446,09:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,,,,,,1848,Village of Romeoville,"1050 W. Romeo Rd., Romeoville, IL, 60446",,09:00 AM - 04:30 PM,,ho53025609,false,true,,,,poll79451473
ocd-division/country:us/state:il/county:will,http://www.thewillcountyclerk.com/connect/site/,Will County,Village of Shorewood,1 Towne Center Blvd.,,,Shorewood,IL,60404,08:30:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,,,,,,1849,Village of Shorewood,"1 Towne Center Blvd., Shorewood, IL, 60404",,08:30 AM - 04:00 PM,,ho16531974,false,true,,,,poll31916268
ocd-division/country:us/state:il/county:will,http://www.thewillcountyclerk.com/connect/site/,Will County,Village of Shorewood,1 Towne Center Blvd.,,,Shorewood,IL,60404,08:30:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,,,,,,1850,Village of Shorewood,"1 Towne Center Blvd., Shorewood, IL, 60404",,08:30 AM - 04:00 PM,,ho16531974,false,true,,,,poll31916268
ocd-division/country:us/state:il/county:will,http://www.thewillcountyclerk.com/connect/site/,Will County,Washington Township,30200 Town Center Rd.,,,Beecher,IL,60401,09:00:00 - 05:00,15:00:00 - 05:00,10/24/16,10/28/16,,,,,,1851,Washington Township,"30200 Town Center Rd., Beecher, IL, 60401",,09:00 AM - 03:00 PM,,ho43314976,false,true,,,,poll53009781
ocd-division/country:us/state:il/county:will,http://www.thewillcountyclerk.com/connect/site/,Will County,Washington Township,30200 Town Center Rd.,,,Beecher,IL,60401,09:00:00 - 05:00,15:00:00 - 05:00,10/31/16,11/4/16,,,,,,1852,Washington Township,"30200 Town Center Rd., Beecher, IL, 60401",,09:00 AM - 03:00 PM,,ho43314976,false,true,,,,poll53009781
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1853,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1854,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/13/16,False,False,False,,,1855,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,18:00:00 - 05:00,10/14/16,10/14/16,False,False,False,,,1856,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 06:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/20/16,False,False,False,,,1857,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,18:00:00 - 05:00,10/21/16,10/21/16,False,False,False,,,1858,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 06:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,False,False,False,,,1859,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 12:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/27/16,False,False,False,,,1860,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,18:00:00 - 05:00,10/28/16,10/28/16,False,False,False,,,1861,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 06:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1862,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 12:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1863,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1864,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 12:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:williamson,http://www.williamsoncountyil.gov/county-clerk-and-recorder/election-department/upcoming-elections/,Williamson County,Williamson County Admin Building,407 North Monroe Street,Ste 119,,Marion,IL,62959,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,1865,Williamson County Admin Building,"407 North Monroe Street, Marion, IL, 62959",Ste 119,08:00 AM - 04:00 PM,,ho3010954,false,true,,,,poll9744469
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1866,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1867,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,False,False,False,,,1868,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,14:00:00 - 05:00,10/15/16,10/15/16,False,False,False,,,1869,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 02:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1870,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,14:00:00 - 05:00,10/22/16,10/22/16,False,False,False,,,1871,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 02:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1872,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1873,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 02:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1874,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1875,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:winnebago,http://winnebago.il.clerkserve.com/,Winnebago County,Winnebago County Administration Building,404 Elm Street,Ste 101,,Rockford,IL,61101,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,1876,Winnebago County Administration Building,"404 Elm Street, Rockford, IL, 61101",Ste 101,08:00 AM - 05:00 PM,,ho87297512,false,true,,,,poll6648195
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1877,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1878,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,False,False,False,,,1879,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1880,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/26/16,False,False,False,,,1881,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,19:00:00 - 05:00,10/27/16,10/27/16,False,False,False,,,1882,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 07:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,10/28/16,10/28/16,False,False,False,,,1883,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1884,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 12:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/2/16,False,False,False,,,1885,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,19:00:00 - 05:00,11/3/16,11/4/16,False,False,False,,,1886,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 07:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1887,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 12:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/county:woodford,http://www.woodford-county.org/index.php?section=1,Woodford County,County Board Room,107 E Court St,,,Eureka,IL,61540,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,1888,County Board Room,"107 E Court St, Eureka, IL, 61540",,08:00 AM - 05:00 PM,,ho23100429,false,true,,,,poll19513560
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,17:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1889,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 05:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,17:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1890,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 05:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,False,False,False,,,1891,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 05:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1892,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 05:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1893,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 05:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1894,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 12:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,1895,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,10:00 AM - 04:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1896,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 07:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,08:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1897,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,08:00 AM - 03:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,08:00:00 - 06:00,15:00:00 - 06:00,11/6/16,11/6/16,False,False,False,,,1898,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,08:00 AM - 03:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Aurora Election Commission Office and Philips Park Stover Visitor Center,1000 Ray Moses Drive,,,Aurora,IL,60505,09:00:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,1899,Aurora Election Commission Office and Philips Park Stover Visitor Center,"1000 Ray Moses Drive, Aurora, IL, 60505",,09:00 AM - 07:00 PM,,ho14071603,false,true,,,,poll16163126
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,10:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/27/16,False,False,False,,,1900,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,10:00 AM - 06:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,10:00:00 - 05:00,16:00:00 - 05:00,10/28/16,10/28/16,False,False,False,,,1901,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,10:00 AM - 04:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,10:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1902,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,10:00 AM - 02:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,13:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,1903,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,01:00 PM - 04:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,10:00:00 - 05:00,18:00:00 - 05:00,10/31/16,11/3/16,False,False,False,,,1904,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,10:00 AM - 06:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,10:00:00 - 05:00,16:00:00 - 05:00,11/4/16,11/4/16,False,False,False,,,1905,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,10:00 AM - 04:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,10:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1906,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,10:00 AM - 02:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:aurora,http://www.auroravotes.org,Aurora City,Eola Public Library,555 South Eola Road,,,Aurora,IL,60504,13:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,False,False,False,,,1907,Eola Public Library,"555 South Eola Road, Aurora, IL, 60504",,01:00 PM - 04:00 PM,,ho54809751,false,true,,,,poll86519112
ocd-division/country:us/state:il/place:bloomington,http://www.becvote.org,Bloomington City,"Bloomington Board of Elections, Room 403",115 E. Washington St,,,Bloomington,IL,61701,09:00:00 - 05:00,16:30:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1916,"Bloomington Board of Elections, Room 403","115 E. Washington St, Bloomington, IL, 61701",,09:00 AM - 04:30 PM,,ho16612995,false,true,,,,poll54665799
ocd-division/country:us/state:il/place:bloomington,http://www.becvote.org,Bloomington City,"Eastland Mall, corridor outside JCPenney",1615 E. Empire St,,,Bloomington,IL,61701,12:00:00 - 05:00,18:00:00 - 05:00,10/1/16,10/2/16,False,False,False,,,1919,"Eastland Mall, corridor outside JCPenney","1615 E. Empire St, Bloomington, IL, 61701",,12:00 PM - 06:00 PM,,ho74074362,false,true,,,,poll38130698
ocd-division/country:us/state:il/place:bloomington,http://www.becvote.org,Bloomington City,"Eastland Mall, corridor outside JCPenney",1615 E. Empire St,,,Bloomington,IL,61701,12:00:00 - 05:00,18:00:00 - 05:00,10/8/16,10/9/16,False,False,False,,,1920,"Eastland Mall, corridor outside JCPenney","1615 E. Empire St, Bloomington, IL, 61701",,12:00 PM - 06:00 PM,,ho74074362,false,true,,,,poll38130698
ocd-division/country:us/state:il/place:bloomington,http://www.becvote.org,Bloomington City,"Eastland Mall, corridor outside JCPenney",1615 E. Empire St,,,Bloomington,IL,61701,12:00:00 - 05:00,18:00:00 - 05:00,10/15/16,10/16/16,False,False,False,,,1921,"Eastland Mall, corridor outside JCPenney","1615 E. Empire St, Bloomington, IL, 61701",,12:00 PM - 06:00 PM,,ho74074362,false,true,,,,poll38130698
ocd-division/country:us/state:il/place:bloomington,http://www.becvote.org,Bloomington City,"Eastland Mall, corridor outside JCPenney",1615 E. Empire St,,,Bloomington,IL,61701,12:00:00 - 05:00,18:00:00 - 05:00,10/22/16,10/23/16,False,False,False,,,1922,"Eastland Mall, corridor outside JCPenney","1615 E. Empire St, Bloomington, IL, 61701",,12:00 PM - 06:00 PM,,ho74074362,false,true,,,,poll38130698
ocd-division/country:us/state:il/place:danville,http://www.vercounty.org/eleccomm.htm,Danville City,Danville Election Commission Office,6 N. Vermilion,,,Danville,IL,61832,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1923,Danville Election Commission Office,"6 N. Vermilion, Danville, IL, 61832",,08:00 AM - 04:30 PM,,ho63610286,false,true,,,,poll76417031
ocd-division/country:us/state:il/place:danville,http://www.vercounty.org/eleccomm.htm,Danville City,Danville Election Commission Office,6 N. Vermilion,,,Danville,IL,61832,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1924,Danville Election Commission Office,"6 N. Vermilion, Danville, IL, 61832",,08:00 AM - 04:30 PM,,ho63610286,false,true,,,,poll76417031
