name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Downers Grove Village Hall,"801 Burlington Ave., Downers Grove, IL, 60515",,08:30 AM - 07:30 PM,,ho96964216,false,true,,,,poll93960232
Elmhurst City Hall,"209 N. York St., Elmhurst, IL, 60126",,08:30 AM - 07:30 PM,,ho7378576,false,true,,,,poll46495303
Glen Ellyn Civic Center,"535 Duane St., Glen Ellyn, IL, 60137",,08:30 AM - 07:30 PM,,ho90630815,false,true,,,,poll43985802
Yorktown Shopping Center,"203 Yorktown Mall Drive, Lombard, IL, 60148",,08:30 AM - 07:30 PM,,ho19519950,false,true,,,,poll3145980
Edgar Clerk County Court House,"115 West Court Street, Paris, IL, 61944",Room J,08:00 AM - 04:00 PM,,ho70663314,false,true,,,,poll79258205
Edwards County Courthouse,"50 East Main, Albion, IL, 62806",,08:00 AM - 04:00 PM,,ho83709760,false,true,,,,poll71754423
Effingham County Clerk Office,"101 North 4th, Effingham, IL, 62401",Ste 201,08:00 AM - 04:00 PM,,ho89494206,false,true,,,,poll17686961
Fayette County Clerk Office,"221 South 7th Street, Vandalia, IL, 62471",,08:00 AM - 04:00 PM,,ho48813584,false,true,,,,poll55270677
Ford County Clerk Office,"200 West State Street, Room 101, Paxton, IL, 60957",Room 101,08:30 AM - 04:30 PM,,ho86159793,false,true,,,,poll21017807
Franklin County Clerk Office,"202 West Main, Benton, IL, 62812",,08:00 AM - 04:00 PM,,ho99850235,false,true,,,,poll46804792
Denning Township,"217 S Horn St., West Frankfort, IL, 62896",,12:30 PM - 03:30 PM,,ho66373973,false,true,,,,poll1790420
Fulton County Courthouse,"100 Main St, Lewistown, IL, 61542",,08:00 AM - 04:00 PM,,ho11379046,false,true,,,,poll22916162
Gallatin County Clerk Office,"484 North Lincoln Boulevard West, Shawneetown, IL, 62984",,08:00 AM - 04:00 PM,,ho5056620,false,true,,,,poll24139944
Greene County Clerk Office,"519 North Main Street, Carrollton, IL, 62016",,08:00 AM - 04:00 PM,,ho79316741,false,true,,,,poll3082887
Grundy County Courthouse Lobby,"111 East Washington St, Morris, IL, 60450",,08:30 AM - 04:00 PM,,ho70647430,false,true,,,,poll40694848
Hamilton County Clerk's Office,"100 South Jackson Street, Mcleansboro, IL, 62859",,08:00 AM - 04:30 PM,,ho59450971,false,true,,,,poll19196022
Hancock County Clerk Office,"500 Main Street, Carthage, IL, 62321",,08:00 AM - 12:00 PM,,ho53918352,false,true,,,,poll99135910
Hardin County Clerk Office,"Main and Market Streets, Elizabethtown, IL, 62931",,08:00 AM - 04:00 PM,,ho51367521,false,true,,,,poll77068400
Henderson County Clerk's Office,"307 Warren St, Oquawka, IL, 61469",,08:00 AM - 04:00 PM,,ho54754747,false,true,,,,poll11405840
Henry County Clerk Office,"307 West Center Street, Cambridge, IL, 61238",,08:00 AM - 04:30 PM,,ho61348317,false,true,,,,poll44868648
The County Clerk_  s Office in the Administrative Center,"1001 E. Grant St., Watseka, IL, 60970",,08:30 AM - 04:30 PM,,ho77416392,false,true,,,,poll37337672
Jackson County Court House,"1001 Walnut Street, Murphysboro, IL, 62966",,08:00 AM - 04:00 PM,,ho88476410,false,true,,,,poll11996262
Carbondale Civic Center,"200 S Illinois Ave, Carbondale, IL, 62901",,09:00 AM - 03:00 PM,,ho45433458,false,true,,,,poll17665976
SIU Student Center,"1255 Lincoln Dr, Carbondale, IL, 62901",,09:00 AM - 03:00 PM,,ho31370139,false,true,,,,poll83429273
Jasper County Clerk Office,"204 West Washington Street, Newton, IL, 62448",Ste 2,08:00 AM - 04:00 PM,,ho39748912,false,true,,,,poll64822494
Jefferson County Court House,"100 South 10th Street, Mt. Vernon, IL, 62864",Room 105,08:00 AM - 04:15 PM,,ho50403403,false,true,,,,poll1930747
Jersey County Clerk Office,"200 North Lafayette Street, Jerseyville, IL, 62052",,08:00 AM - 04:00 PM,,ho85344188,false,true,,,,poll36571483
Jo Daviess County Clerk Office,"330 North Bench Street, Galena, IL, 61036",Room 108,08:00 AM - 04:00 PM,,ho65088883,false,true,,,,poll76964911
Johnson County Clerk Office,"117 North 5th Street, Vienna, IL, 62995",,08:00 AM - 12:00 PM,,ho95429535,false,true,,,,poll52970361
Autumn Ridge,"1000 Galeener St, Vienna, IL, 62995",,04:00 PM - 07:00 PM,,ho54220876,false,true,,,,poll8890089
