index,election_administration_id,external_identifier_type,external_identifier_othertype,external_identifier_value,name,polling_location_ids,state_id,type,other_type,id
563,ea0563,,,ocd-division/country:us/state:me/place:waterford,waterford_town0563,,st19,,,loc0563
564,ea0564,,,ocd-division/country:us/state:me/place:watervilee,waterville_city0564,,st19,,,loc0564
565,ea0565,,,ocd-division/country:us/state:me/place:wayne,wayne_town0565,,st19,,,loc0565
566,ea0566,,,ocd-division/country:us/state:me/place:webster,webster_plantation0566,,st19,,,loc0566
567,ea0567,,,ocd-division/country:us/state:me/place:webster,webster_plantation0567,,st19,,,loc0567
568,ea0568,,,ocd-division/country:us/state:me/place:weld,weld_town0568,,st19,,,loc0568
569,ea0569,,,ocd-division/country:us/state:me/place:wellington,wellington_town0569,,st19,,,loc0569
570,ea0570,,,ocd-division/country:us/state:me/place:wells,wells_town0570,,st19,,,loc0570
571,ea0571,,,ocd-division/country:us/state:me/place:wells,wells_town0571,,st19,,,loc0571
572,ea0572,,,ocd-division/country:us/state:me/place:wesley,wesley_town0572,,st19,,,loc0572
573,ea0573,,,ocd-division/country:us/state:me/place:west_bath,west_bath_town0573,,st19,,,loc0573
574,ea0574,,,ocd-division/country:us/state:me/place:west_forks,west_forks_plantation0574,,st19,,,loc0574
575,ea0575,,,ocd-division/country:us/state:me/place:west_forks,west_forks_plantation0575,,st19,,,loc0575
576,ea0576,,,ocd-division/country:us/state:me/place:west_gardiner,west_gardiner_town0576,,st19,,,loc0576
577,ea0577,,,ocd-division/country:us/state:me/place:west_paris,west_paris_town0577,,st19,,,loc0577
578,ea0578,,,ocd-division/country:us/state:me/place:west_paris,west_paris_town0578,,st19,,,loc0578
579,ea0579,,,ocd-division/country:us/state:me/place:westbrook,westbrook_city0579,,st19,,,loc0579
580,ea0580,,,ocd-division/country:us/state:me/place:westfield,westfield_town0580,,st19,,,loc0580
581,ea0581,,,ocd-division/country:us/state:me/place:westmanland,westmanland_town0581,,st19,,,loc0581
582,ea0582,,,ocd-division/country:us/state:me/place:weston,weston_town0582,,st19,,,loc0582
583,ea0583,,,ocd-division/country:us/state:me/place:westport_island,westport_island_town0583,,st19,,,loc0583
584,ea0584,,,ocd-division/country:us/state:me/place:whitefield,whitefield_town0584,,st19,,,loc0584
585,ea0585,,,ocd-division/country:us/state:me/place:whiting,whiting_town0585,,st19,,,loc0585
586,ea0586,,,ocd-division/country:us/state:me/place:whitneyville,whitneyville_town0586,,st19,,,loc0586
587,ea0587,,,ocd-division/country:us/state:me/place:willimantic,willimantic_town0587,,st19,,,loc0587
588,ea0588,,,ocd-division/country:us/state:me/place:wilton,wilton_town0588,,st19,,,loc0588
589,ea0589,,,ocd-division/country:us/state:me/place:windham,windham_town0589,,st19,,,loc0589
590,ea0590,,,ocd-division/country:us/state:me/place:windham,windham_town0590,,st19,,,loc0590
591,ea0591,,,ocd-division/country:us/state:me/place:windsor,windsor_town0591,,st19,,,loc0591
592,ea0592,,,ocd-division/country:us/state:me/place:winn,winn_town0592,,st19,,,loc0592
593,ea0593,,,ocd-division/country:us/state:me/place:winslow,winslow_town0593,,st19,,,loc0593
594,ea0594,,,ocd-division/country:us/state:me/place:winter_harbor,winter_harbor_town0594,,st19,,,loc0594
595,ea0595,,,ocd-division/country:us/state:me/place:winterport,winterport_town0595,,st19,,,loc0595
596,ea0596,,,ocd-division/country:us/state:me/place:winterport,winterport_town0596,,st19,,,loc0596
597,ea0597,,,ocd-division/country:us/state:me/place:winterville,winterville_plantation0597,,st19,,,loc0597
598,ea0598,,,ocd-division/country:us/state:me/place:winterville,winterville_plantation0598,,st19,,,loc0598
599,ea0599,,,ocd-division/country:us/state:me/place:winthrop,winthrop_town0599,,st19,,,loc0599
600,ea0600,,,ocd-division/country:us/state:me/place:wiscasset,wiscasset_town0600,,st19,,,loc0600
601,ea0601,,,ocd-division/country:us/state:me/place:woodland,woodland_town0601,,st19,,,loc0601
602,ea0602,,,ocd-division/country:us/state:me/place:woodland,woodland_town0602,,st19,,,loc0602
603,ea0603,,,ocd-division/country:us/state:me/place:woodstock,woodstock_town0603,,st19,,,loc0603
604,ea0604,,,ocd-division/country:us/state:me/place:woodville,woodville_town0604,,st19,,,loc0604
605,ea0605,,,ocd-division/country:us/state:me/place:woolwich,woolwich_town0605,,st19,,,loc0605
606,ea0606,,,ocd-division/country:us/state:me/place:yarmouth,yarmouth_town0606,,st19,,,loc0606
607,ea0607,,,ocd-division/country:us/state:me/place:york,york_town0607,,st19,,,loc0607
