office-name,official-title,types,ocd-division,description,homepage,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,appt,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Lebanon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:lebanon,Lebanon Town ME,,(207) 457-6082,,15 Upper Guinea Rd,Lebanon,ME,4027,07:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/25/16,,"Oct 11 - nov 3, MT/F, 7-5PM, th, 9-7pm, closed on Wed",11,"15 Upper Guinea Rd, Lebanon, ME 04027",,07:00 AM-05:00 PM,,ho69566529,false,true,,,,poll32861603
Lebanon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:lebanon,Lebanon Town ME,,(207) 457-6082,,15 Upper Guinea Rd,Lebanon,ME,4027,09:00:00 - 04:00,19:00:00 - 04:00,10/27/16,10/27/16,,"Oct 11 - nov 3, MT/F, 7-5PM, th, 9-7pm, closed on Wed",12,"15 Upper Guinea Rd, Lebanon, ME 04027",,09:00 AM-07:00 PM,,ho69566529,false,true,,,,poll32861603
Lebanon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:lebanon,Lebanon Town ME,,(207) 457-6082,,15 Upper Guinea Rd,Lebanon,ME,4027,07:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16,,"Oct 11 - nov 3, MT/F, 7-5PM, th, 9-7pm, closed on Wed",13,"15 Upper Guinea Rd, Lebanon, ME 04027",,07:00 AM-05:00 PM,,ho69566529,false,true,,,,poll32861603
Lebanon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:lebanon,Lebanon Town ME,,(207) 457-6082,,15 Upper Guinea Rd,Lebanon,ME,4027,07:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/1/16,,"Oct 11 - nov 3, MT/F, 7-5PM, th, 9-7pm, closed on Wed",14,"15 Upper Guinea Rd, Lebanon, ME 04027",,07:00 AM-05:00 PM,,ho69566529,false,true,,,,poll32861603
Lebanon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:lebanon,Lebanon Town ME,,(207) 457-6082,,15 Upper Guinea Rd,Lebanon,ME,4027,09:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,,"Oct 11 - nov 3, MT/F, 7-5PM, th, 9-7pm, closed on Wed",15,"15 Upper Guinea Rd, Lebanon, ME 04027",,09:00 AM-07:00 PM,,ho69566529,false,true,,,,poll32861603
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/3/16,10/3/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",16,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/3/16,10/3/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",17,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,12:00:00 - 04:00,18:00:00 - 04:00,10/4/16,10/4/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",18,"79 Pomola Ave, Sorrento, ME 04677",,12:00 PM-06:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/5/16,10/5/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",19,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/6/16,10/6/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",20,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/6/16,10/6/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",21,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/7/16,10/7/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",22,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,12:00:00 - 04:00,18:00:00 - 04:00,10/11/16,10/11/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",23,"79 Pomola Ave, Sorrento, ME 04677",,12:00 PM-06:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/12/16,10/12/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",24,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/13/16,10/13/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",25,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/13/16,10/13/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",26,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/14/16,10/14/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",27,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/17/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",28,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/17/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",29,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,12:00:00 - 04:00,18:00:00 - 04:00,10/18/16,10/18/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",30,"79 Pomola Ave, Sorrento, ME 04677",,12:00 PM-06:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/19/16,10/19/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",31,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/20/16,10/20/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",32,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/20/16,10/20/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",33,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/21/16,10/21/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",34,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/24/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",35,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/24/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",36,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,12:00:00 - 04:00,18:00:00 - 04:00,10/25/16,10/25/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",37,"79 Pomola Ave, Sorrento, ME 04677",,12:00 PM-06:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/26/16,10/26/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",38,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/27/16,10/27/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",39,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/27/16,10/27/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",40,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/28/16,10/28/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",41,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,10/31/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",42,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,14:00:00 - 04:00,17:00:00 - 04:00,10/31/16,10/31/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",43,"79 Pomola Ave, Sorrento, ME 04677",,02:00 PM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,12:00:00 - 04:00,18:00:00 - 04:00,11/1/16,11/1/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",44,"79 Pomola Ave, Sorrento, ME 04677",,12:00 PM-06:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,11/2/16,11/2/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",45,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,08:00:00 - 04:00,12:00:00 - 04:00,11/3/16,11/3/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",46,"79 Pomola Ave, Sorrento, ME 04677",,08:00 AM-12:00 PM,,ho18446928,false,true,,,,poll50720935
Sorrento Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:sorrento,Sorrento Town ME,,(207) 422-6889,,79 Pomola Ave,Sorrento,ME,4677,02:00:00 - 04:00,17:00:00 - 04:00,11/3/16,11/3/16,,"Oct 3 - Nov 3, M/TH 8-12, 2-5; T 12-6, W/FR 8-12",47,"79 Pomola Ave, Sorrento, ME 04677",,02:00 AM-05:00 PM,,ho18446928,false,true,,,,poll50720935
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/11/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",48,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/12/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",49,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-05:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/13/16,10/13/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",50,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/14/16,10/14/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",51,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/17/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",52,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-05:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/18/16,10/18/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",53,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,17:00:00 - 04:00,10/19/16,10/19/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",54,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-05:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/20/16,10/20/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",55,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/21/16,10/21/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",56,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/24/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",57,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-05:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/25/16,10/25/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",58,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,17:00:00 - 04:00,10/26/16,10/26/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",59,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-05:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/27/16,10/27/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",60,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/28/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",61,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-04:00 PM,,ho33601273,false,true,,,,poll51483806
Skowhegan Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:skowhegan,Skowhegan Town ME,,(207) 365-4260,,36 School St Suite 1,Sherman,ME,4776,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,10/31/16,,"Oct 11 - nov 3, 8-5 M/W, 8-4 T/TH/F",62,"36 School St Suite 1, Sherman, ME 04776",,08:00 AM-05:00 PM,,ho33601273,false,true,,,,poll51483806
