ocd-division,homepage-url,County,Location Name,Address 1,Address 2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,is_subject_to_change,notes
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,"Jane Addams Center, Bowen Park",95 Jack Benny Dr,,,Waukegan,IL,60087,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,"Jane Addams Center, Bowen Park",95 Jack Benny Dr,,,Waukegan,IL,60087,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,"Jane Addams Center, Bowen Park",95 Jack Benny Dr,,,Waukegan,IL,60087,09:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,"Jane Addams Center, Bowen Park",95 Jack Benny Dr,,,Waukegan,IL,60087,09:00:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,09:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,09:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,North Chicago City Hall,1850 Lewis Ave,,,North Chicago,IL,60064,09:00:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,16:00:00 - 05:00,10/10/16,10/10/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,12:00:00 - 05:00,10/15/16,10/15/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,09:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lasalle,http://www.lasallecounty.org,LaSalle County,LaSalle County Clerk Office,707 East Etna Road,,,Ottawa,IL,61350,08:00:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,17:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,17:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lawrence,,Lawrence County,Lawrence County Courthouse,1100 State Street,,,Lawrenceville,IL,62439,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 05:00,16:15:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 05:00,16:15:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 05:00,16:15:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 05:00,16:15:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 05:00,16:15:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 05:00,16:15:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,09:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:lee,http://www.leecountyil.com/index.php?option=com_content&view=article&id=28&Itemid=120,Lee County,"Old Court House, 1st Floor",112 East 2nd,,,Dixon,IL,61021,08:15:00 - 06:00,16:15:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,09:00:00 - 05:00,12:00:00 - 05:00,10/8/16,10/8/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/25/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,18:00:00 - 05:00,10/26/16,10/26/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,10/27/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/1/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,18:00:00 - 05:00,11/2/16,11/2/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 05:00,16:30:00 - 05:00,11/3/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,09:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:livingston,http://www.livingstoncounty-il.org/wordpress/county-services/county-clerk/,Livingston County,Livingston County Clerk Office,112 W Madison St,,,Pontiac,IL,61764,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,09:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:logan,http://www.co.logan.il.us/county_clerk,Logan County,Logan County Clerk Office,601 Broadway,Room 20,,Lincoln,IL,62656,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 05:00,12:00:00 - 05:00,10/1/16,10/1/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 05:00,12:00:00 - 05:00,10/8/16,10/8/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 05:00,12:00:00 - 05:00,10/15/16,10/15/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,09:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:macon,http://www.co.macon.il.us/county-clerk.php,Macon County,Macon County Clerk's Office,141 South Main St,Room 119,,Decatur,IL,62523,08:30:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,08:30:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Madison County Administration Building,157 Main Street,1st Floor,,Edwardsville,IL,62025,08:30:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,08:30:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Granite City Township Building,2060A Delmar Ave.,,,Granite City,IL,62040,08:30:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,08:30:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,Alton Law Enforcement Center,1700 Broadway,,,Alton,IL,62002,08:30:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,E. Southern Illinois University,6 Hairpin Drive,"Willow Room, Morris Center",,Edwardsville,IL,62026,12:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,E. Southern Illinois University,6 Hairpin Drive,"Willow Room, Morris Center",,Edwardsville,IL,62026,12:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/1/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:madison,http://www.co.madison.il.us/departments/county_clerk/index.php,Madison County,E. Southern Illinois University,6 Hairpin Drive,"Willow Room, Morris Center",,Edwardsville,IL,62026,10:00:00 - 05:00,17:00:00 - 05:00,11/2/16,11/4/16,FALSE,FALSE,FALSE,
