name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,voter_services,start_date,end_date,start_time,end_time,ev id,locality id
ORLEANS,ALGIERS COURTHOUSE,225 MORGAN ST,,,NEW ORLEANS,LA,70114,Rm 105,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6079,2053
ORLEANS,ALGIERS COURTHOUSE,225 MORGAN ST,,,NEW ORLEANS,LA,70114,Rm 105,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6079,2053
EAST BATON ROUGE,LOUISIANA STATE ARCHIVES BLDG,3851 ESSEN LANE,,,BATON ROUGE,LA,70809,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6080,2053
EAST BATON ROUGE,LOUISIANA STATE ARCHIVES BLDG,3851 ESSEN LANE,,,BATON ROUGE,LA,70809,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6080,2053
CALCASIEU,WEST CALCASIEU BUSINESS CENTER,500 A N. HUNTINGTON ST,,,SULPHUR,LA,70663,BLDG B,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6081,2053
CALCASIEU,WEST CALCASIEU BUSINESS CENTER,500 A N. HUNTINGTON ST,,,SULPHUR,LA,70663,BLDG B,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6081,2053
WASHINGTON,NORTHSORE TECHNICAL COLLEGE  ( VO-TECH ),1710 SULLIVAN DRIVE,,,BOGALUSA,LA,70427,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6082,2053
WASHINGTON,NORTHSORE TECHNICAL COLLEGE  ( VO-TECH ),1710 SULLIVAN DRIVE,,,BOGALUSA,LA,70427,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6082,2053
OUACHITA,WEST OUACHITA SENIOR CENTER,1800 N 7TH STREET,,,WEST MONROE,LA,71291,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6083,2053
ORLEANS,,VOTING MACHINE WAREHOUSE,,,NEW ORLEANS,LA,70127,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6084,2053
ORLEANS,,VOTING MACHINE WAREHOUSE,,,NEW ORLEANS,LA,70127,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6084,2053
CALCASIEU,MOSS BLUFF LIBRARY,261 PARISH RD,,,MOSS BLUFF,LA,70611,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6088,2053
WEBSTER,,101 MACHEN DRIVE,,,SPRINGHILL,LA,71075,,,10/26/16,10/28/16,08:30:00 - 05:00,18:00:00 - 05:00,6095,2053
WEBSTER,,101 MACHEN DRIVE,,,SPRINGHILL,LA,71075,,,10/31/16,10/31/16,08:30:00 - 05:00,18:00:00 - 05:00,6095,2053
ST. MARY,ST. MARTIN PARISH WATER DISTRICT #1 BUILDING,1073 TOWER TANK RD,,,MORGAN CITY,LA,70380,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6096,2053
ST. MARY,ST. MARTIN PARISH WATER DISTRICT #1 BUILDING,1073 TOWER TANK RD,,,MORGAN CITY,LA,70380,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6096,2053
PLAQUEMINES,BELLE CHASSE LIBRARY,8442 HWY 23,,,BELLE CHASSE,LA,70037,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6097,2053
PLAQUEMINES,REV PERCY M. GRIFFIN COMMUNITY CENTER,15577 HWY 39,,,DAVANT,LA,70040,,,10/29/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6098,2053
JEFFERSON,,408 MINOR ST,,,KENNER,LA,70062,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,6099,2053
JEFFERSON,,408 MINOR ST,,,KENNER,LA,70062,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,6099,2053
JEFFERSON,GRAND ISLE COMMUNITY CENTER,3811 HIGHWAY 1,,,GRAND ISLE,LA,70358,,,10/31/16,10/31/16,10:00:00 - 05:00,12:00:00 - 05:00,60100,2053
JEFFERSON,GRAND ISLE COMMUNITY CENTER,3811 HIGHWAY 1,,,GRAND ISLE,LA,70358,,,10/31/16,10/31/16,13:00:00 - 05:00,15:00:00 - 05:00,60100,2053
ST. MARTIN,SYDNIE MAE DURAND SENIOR CITIZEN CENTER,391 CANNERY ROAD,,,BREAUX BRIDGE,LA,70517,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60101,2053
ST. MARTIN,SYDNIE MAE DURAND SENIOR CITIZEN CENTER,391 CANNERY ROAD,,,BREAUX BRIDGE,LA,70517,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60101,2053
ST. TAMMANY,ST. TAMMANY ADMINISTRATIVE COMPLEX BUILDING B,21454 KOOP DR,,,MANDEVILLE,LA,70448,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60104,2053
ST. TAMMANY,ST. TAMMANY ADMINISTRATIVE COMPLEX BUILDING B,21454 KOOP DR,,,MANDEVILLE,LA,70448,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60104,2053
ORLEANS,LAKE VISTA COMMUNITY CENTER,6500 SPANISH FORT BLVD,,,NEW ORLEANS,LA,70124,2nd Floor Meeting Room,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60106,2065
ORLEANS,LAKE VISTA COMMUNITY CENTER,6500 SPANISH FORT BLVD,,,NEW ORLEANS,LA,70124,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60106,2065
ST. MARY,ST MARY PARISH ANNEX BUILDING,301 THIRD ST,,,MORGAN CITY,LA,70380,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60110,2065
ST. MARY,ST MARY PARISH ANNEX BUILDING,301 THIRD ST,,,MORGAN CITY,LA,70380,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60110,2065
RED RIVER,RED RIVER PARISH COURTHOUSE,615 E CARROLL ST,,,COUSHATTA,LA,71019,RM #104,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60111,2065
RED RIVER,RED RIVER PARISH COURTHOUSE,615 E CARROLL ST,,,COUSHATTA,LA,71019,RM #104,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60111,2065
RAPIDES,KEES PARK COMMUNITY CENTER,2450 HWY 28 E,,,PINEVILLE,LA,71360,,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60114,2065
RAPIDES,KEES PARK COMMUNITY CENTER,2450 HWY 28 E,,,PINEVILLE,LA,71360,,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60114,2065
LIVINGSTON,JUBAN CROSSING,10130 CROSSING WAY,,,DENHAM SPRINGS,LA,70726,Suite 360,,10/25/16,10/29/16,08:30:00 - 05:00,18:00:00 - 05:00,60115,2065
LIVINGSTON,JUBAN CROSSING,10130 CROSSING WAY,,,DENHAM SPRINGS,LA,70726,Suite 360,,10/31/16,11/1/16,08:30:00 - 05:00,18:00:00 - 05:00,60115,2065
