ocd-division,County,Location Name,Address 1,Address 2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change,is_drop_box
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,10:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,10:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,555 County Center,,1st Floor,Redwood City,CA,94063,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,10:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,10:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,09:00:00 - 07:00,13:00:00 - 07:00,10/22/16,10/22/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,08:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/24/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,08:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,09:00:00 - 07:00,13:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,08:00:00 - 07:00,17:00:00 - 07:00,11/6/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,08:00:00 - 07:00,12:00:00 - 07:00,10/10/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,13:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,08:00:00 - 07:00,12:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,13:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,09:00:00 - 07:00,13:00:00 - 07:00,10/22/16,10/22/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,08:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/24/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,08:00:00 - 07:00,12:00:00 - 07:00,10/25/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,13:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,08:00:00 - 07:00,12:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,09:00:00 - 07:00,13:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,08:00:00 - 07:00,12:00:00 - 07:00,11/6/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,511 E. Lakeside Parkway,Suite 134,,Santa Maria,CA,93455,13:00:00 - 07:00,17:00:00 - 07:00,11/6/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,12:00:00 - 07:00,10/10/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,13:00:00 - 07:00,16:00:00 - 07:00,10/10/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,12:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,13:00:00 - 07:00,16:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,13:00:00 - 07:00,10/22/16,10/22/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,08:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/24/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,12:00:00 - 07:00,10/25/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,13:00:00 - 07:00,16:00:00 - 07:00,10/25/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,12:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,13:00:00 - 07:00,16:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,13:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,09:00:00 - 07:00,12:00:00 - 07:00,11/6/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,401 E. Cypress St.,Room 102,,Lompoc,CA,93436,13:00:00 - 07:00,16:00:00 - 07:00,11/6/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,9:00:00 - 07:00,15:00:00 - 07:00,10/29/16,10/30/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,9:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1555 Berger Drive,,Bldg 2,San Jose,CA,95112,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1213 Newell Road,,,Palo Alto,CA,94303,12:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1213 Newell Road,,,Palo Alto,CA,94303,12:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1213 Newell Road,,,Palo Alto,CA,94303,12:00:00 - 08:00,17:00:00 - 08:00,11/6/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,250 W. Sixth Street,,,Gilroy,CA,95020,12:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,250 W. Sixth Street,,,Gilroy,CA,95020,12:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,250 W. Sixth Street,,,Gilroy,CA,95020,12:00:00 - 08:00,17:00:00 - 08:00,11/6/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,2635 Homestead Road,,,Santa Clara,CA,90501,12:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,2635 Homestead Road,,,Santa Clara,CA,90501,12:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,2635 Homestead Road,,,Santa Clara,CA,90501,12:00:00 - 08:00,17:00:00 - 08:00,11/6/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,491 E. Empire Street,,,San Jose,CA,95112,12:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,491 E. Empire Street,,,San Jose,CA,95112,12:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,491 E. Empire Street,,,San Jose,CA,95112,12:00:00 - 08:00,17:00:00 - 08:00,11/6/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1772 Educational Park Drive,,,San Jose,CA,95133,12:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1772 Educational Park Drive,,,San Jose,CA,95133,12:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,,,,,
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,1772 Educational Park Drive,,,San Jose,CA,95133,12:00:00 - 08:00,17:00:00 - 08:00,11/6/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,701 Ocean Street,Room 210,,Santa Cruz,CA,95060-4076,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,701 Ocean Street,Room 210,,Santa Cruz,CA,95060-4076,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,701 Ocean Street,Room 210,,Santa Cruz,CA,95060-4076,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,701 Ocean Street,Room 210,,Santa Cruz,CA,95060-4076,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,701 Ocean Street,Room 210,,Santa Cruz,CA,95060-4076,09:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,701 Ocean Street,Room 210,,Santa Cruz,CA,95060-4076,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St,Suite 400,4th Floor,Watsonville,CA,95076,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St,Suite 400,4th Floor,Watsonville,CA,95076,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St,Suite 400,4th Floor,Watsonville,CA,95076,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St,Suite 400,4th Floor,Watsonville,CA,95076,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St,Suite 400,4th Floor,Watsonville,CA,95076,09:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St,Suite 400,4th Floor,Watsonville,CA,95076,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,1643 Market Street,,,Redding,CA,96002,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,1643 Market Street,,,Redding,CA,96002,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,1643 Market Street,,,Redding,CA,96002,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,1643 Market Street,,,Redding,CA,96002,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,1643 Market Street,,,Redding,CA,96002,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,08:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:stanislaus,Stanislaus County,Stanislaus County Registrar of Voters office,1021 I Street,,,Modesto,CA,95354,08:00:00 - 07:00,16:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:stanislaus,Stanislaus County,Stanislaus County Registrar of Voters office,1021 I Street,,,Modesto,CA,95354,08:00:00 - 07:00,16:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:stanislaus,Stanislaus County,Stanislaus County Registrar of Voters office,1021 I Street,,,Modesto,CA,95354,08:00:00 - 07:00,16:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:stanislaus,Stanislaus County,Stanislaus County Registrar of Voters office,1021 I Street,,,Modesto,CA,95354,08:00:00 - 07:00,16:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:stanislaus,Stanislaus County,Stanislaus County Registrar of Voters office,1021 I Street,,,Modesto,CA,95354,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tehama,Tehama County,Election Offices,"444 Oak Street, Room C",,,Red Bluff,CA,96080,08:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tehama,Tehama County,Election Offices,"444 Oak Street, Room C",,,Red Bluff,CA,96080,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tehama,Tehama County,Election Offices,"444 Oak Street, Room C",,,Red Bluff,CA,96080,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tehama,Tehama County,Election Offices,"444 Oak Street, Room C",,,Red Bluff,CA,96080,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tehama,Tehama County,Election Offices,"444 Oak Street, Room C",,,Red Bluff,CA,96080,09:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tehama,Tehama County,Election Offices,"444 Oak Street, Room C",,,Red Bluff,CA,96080,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,07:30:00 - 07:00,17:30:00 - 07:00,10/10/16,10/13/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,08:00:00 - 07:00,12:00:00 - 07:00,10/14/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,07:30:00 - 07:00,17:30:00 - 07:00,10/17/16,10/20/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,08:00:00 - 07:00,12:00:00 - 07:00,10/21/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,07:30:00 - 07:00,17:30:00 - 07:00,10/24/16,10/27/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,08:00:00 - 07:00,12:00:00 - 07:00,10/28/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,07:30:00 - 07:00,17:30:00 - 07:00,10/31/16,11/3/16,FALSE,FALSE,FALSE,FALSE,
