office,name,adr_1,adr_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt,ocd-id,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
SHAGELUK,CITY OF SHAGELUK,100 Main St,,,SHAGELUK,AK,99665,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,82,"100 Main St, Shageluk, AK 99665",,08:00 AM - 05:00 PM,,ho3471046,false,true,,,,poll3471046
SHAGELUK,CITY OF SHAGELUK,100 Main St,,,SHAGELUK,AK,99665,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,83,"100 Main St, Shageluk, AK 99665",,08:00 AM - 05:00 PM,,ho3471046,false,true,,,,poll3471046
SHAGELUK,CITY OF SHAGELUK,100 Main St,,,SHAGELUK,AK,99665,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,84,"100 Main St, Shageluk, AK 99665",,08:00 AM - 05:00 PM,,ho3471046,false,true,,,,poll3471046
Clark's Point City,Clark's Point Village Council,11 MAIN ST ,,,Clark's Point,AK,99569-9800,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,85,"11 Main St, Clark'S Point, AK 99569",,08:00 AM - 05:00 PM,,ho17208819,false,true,,,,poll17208819
Clark's Point City,Clark's Point Village Council,11 MAIN ST ,,,Clark's Point,AK,99569-9800,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,86,"11 Main St, Clark'S Point, AK 99569",,08:00 AM - 05:00 PM,,ho17208819,false,true,,,,poll17208819
Clark's Point City,Clark's Point Village Council,11 MAIN ST ,,,Clark's Point,AK,99569-9800,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,87,"11 Main St, Clark'S Point, AK 99569",,08:00 AM - 05:00 PM,,ho17208819,false,true,,,,poll17208819
Cold Bay City,COLD BAY CITY CLERK'S OFFICE,10 Baranov Road,,Cold Bay is 634 miles south of¾Anchorage.,Cold Bay,AK,99571,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,88,"10 Baranov Road, Cold Bay, AK 99571",Cold Bay is 634 miles south of¾Anchorage.,08:00 AM - 05:00 PM,,ho74622651,false,true,,,,poll74622651
Cold Bay City,COLD BAY CITY CLERK'S OFFICE,10 Baranov Road,,Cold Bay is 634 miles south of¾Anchorage.,Cold Bay,AK,99571,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,89,"10 Baranov Road, Cold Bay, AK 99571",Cold Bay is 634 miles south of¾Anchorage.,08:00 AM - 05:00 PM,,ho74622651,false,true,,,,poll74622651
Cold Bay City,COLD BAY CITY CLERK'S OFFICE,10 Baranov Road,,Cold Bay is 634 miles south of¾Anchorage.,Cold Bay,AK,99571,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,90,"10 Baranov Road, Cold Bay, AK 99571",Cold Bay is 634 miles south of¾Anchorage.,08:00 AM - 05:00 PM,,ho74622651,false,true,,,,poll74622651
Dillingham City,DILLINGHAM CITY CLERK'S OFFICE, 141 MAIN ST,,,Dillingham,AK,99576,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,91,"141 Main St, Dillingham, AK 99576",,08:00 AM - 05:00 PM,,ho42979456,false,true,,,,poll42979456
Dillingham City,DILLINGHAM CITY CLERK'S OFFICE, 141 MAIN ST,,,Dillingham,AK,99576,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,92,"141 Main St, Dillingham, AK 99576",,08:00 AM - 05:00 PM,,ho42979456,false,true,,,,poll42979456
Dillingham City,DILLINGHAM CITY CLERK'S OFFICE, 141 MAIN ST,,,Dillingham,AK,99576,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,93,"141 Main St, Dillingham, AK 99576",,08:00 AM - 05:00 PM,,ho42979456,false,true,,,,poll42979456
Ekwok City,Ekwok City Halll, 101 MAIN ST,,,Ekwok,AK,99580,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,94,"101 Main St, Ekwok, AK 99580",,08:00 AM - 05:00 PM,,ho89044441,false,true,,,,poll89044441
Ekwok City,Ekwok City Halll, 101 MAIN ST,,,Ekwok,AK,99580,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,95,"101 Main St, Ekwok, AK 99580",,08:00 AM - 05:00 PM,,ho89044441,false,true,,,,poll89044441
Ekwok City,Ekwok City Halll, 101 MAIN ST,,,Ekwok,AK,99580,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,96,"101 Main St, Ekwok, AK 99580",,08:00 AM - 05:00 PM,,ho89044441,false,true,,,,poll89044441
False Pass City,FALSE PASS CITY CLERK'S OFFICE, 180 UNIMAK DR,,,False Pass City,AK,99583,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,97,"180 Unimak Dr, False Pass City, AK 99583",,08:00 AM - 05:00 PM,,ho77870244,false,true,,,,poll77870244
False Pass City,FALSE PASS CITY CLERK'S OFFICE, 180 UNIMAK DR,,,False Pass City,AK,99583,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,98,"180 Unimak Dr, False Pass City, AK 99583",,08:00 AM - 05:00 PM,,ho77870244,false,true,,,,poll77870244
False Pass City,FALSE PASS CITY CLERK'S OFFICE, 180 UNIMAK DR,,,False Pass City,AK,99583,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,99,"180 Unimak Dr, False Pass City, AK 99583",,08:00 AM - 05:00 PM,,ho77870244,false,true,,,,poll77870244
Igiugig City ,IGIUGIG VILLAGE COUNCIL BUILDING,1 MAIN ST,,,Igiugig,AK,99613,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,100,"1 Main St, Igiugig, AK 99613",,08:00 AM - 05:00 PM,,ho98349957,false,true,,,,poll98349957
Igiugig City ,IGIUGIG VILLAGE COUNCIL BUILDING,1 MAIN ST,,,Igiugig,AK,99613,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,101,"1 Main St, Igiugig, AK 99613",,08:00 AM - 05:00 PM,,ho98349957,false,true,,,,poll98349957
Igiugig City ,IGIUGIG VILLAGE COUNCIL BUILDING,1 MAIN ST,,,Igiugig,AK,99613,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,102,"1 Main St, Igiugig, AK 99613",,08:00 AM - 05:00 PM,,ho98349957,false,true,,,,poll98349957
King Cove,KING COVE CITY OFFICE,37 MAIN STREET,,,King Kove,AK,99612,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,103,"37 Main Street, King Kove, AK 99612",,08:00 AM - 05:00 PM,,ho46311699,false,true,,,,poll46311699
King Cove,KING COVE CITY OFFICE,37 MAIN STREET,,,King Kove,AK,99612,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,104,"37 Main Street, King Kove, AK 99612",,08:00 AM - 05:00 PM,,ho46311699,false,true,,,,poll46311699
King Cove,KING COVE CITY OFFICE,37 MAIN STREET,,,King Kove,AK,99612,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,105,"37 Main Street, King Kove, AK 99612",,08:00 AM - 05:00 PM,,ho46311699,false,true,,,,poll46311699
Iliamna City ,NEWHALEN CITY CLERK'S OFFICE,101 FIRE LANE,,,Newhalen,AK,99606,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,106,"101 Fire Lane, Newhalen, AK 99606",,08:00 AM - 05:00 PM,,ho29251701,false,true,,,,poll29251701
Iliamna City ,NEWHALEN CITY CLERK'S OFFICE,101 FIRE LANE,,,Newhalen,AK,99606,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,107,"101 Fire Lane, Newhalen, AK 99606",,08:00 AM - 05:00 PM,,ho29251701,false,true,,,,poll29251701
Iliamna City ,NEWHALEN CITY CLERK'S OFFICE,101 FIRE LANE,,,Newhalen,AK,99606,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,108,"101 Fire Lane, Newhalen, AK 99606",,08:00 AM - 05:00 PM,,ho29251701,false,true,,,,poll29251701
Akiachak City,AKIACHAK IRA OFFICE, 1ST MAIN STREET,,,Akiachak,AK,99551,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,109,"1St Main Street, Akiachak, AK 99551",,08:00 AM - 05:00 PM,,ho90844104,false,true,,,,poll90844104
Akiachak City,AKIACHAK IRA OFFICE, 1ST MAIN STREET,,,Akiachak,AK,99551,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,110,"1St Main Street, Akiachak, AK 99551",,08:00 AM - 05:00 PM,,ho90844104,false,true,,,,poll90844104
Akiachak City,AKIACHAK IRA OFFICE, 1ST MAIN STREET,,,Akiachak,AK,99551,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,111,"1St Main Street, Akiachak, AK 99551",,08:00 AM - 05:00 PM,,ho90844104,false,true,,,,poll90844104
Akiak City,AKIAK NATIVE COMMUNITY BUILDING, 81 AIRPORT RD,,,Akiak,AK,99552,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,112,"81 Airport Rd, Akiak, AK 99552",,08:00 AM - 05:00 PM,,ho58849905,false,true,,,,poll58849905
Akiak City,AKIAK NATIVE COMMUNITY BUILDING, 81 AIRPORT RD,,,Akiak,AK,99552,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,113,"81 Airport Rd, Akiak, AK 99552",,08:00 AM - 05:00 PM,,ho58849905,false,true,,,,poll58849905
Akiak City,AKIAK NATIVE COMMUNITY BUILDING, 81 AIRPORT RD,,,Akiak,AK,99552,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,114,"81 Airport Rd, Akiak, AK 99552",,08:00 AM - 05:00 PM,,ho58849905,false,true,,,,poll58849905
Atmautluak City,ATMAUTLUAK TRIBAL COUNCIL BUILDING, 101 BOARDWALK LANE,,,Atmautluak,AK,99559,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,115,"101 Boardwalk Lane, Atmautluak, AK 99559",,08:00 AM - 05:00 PM,,ho84990644,false,true,,,,poll84990644
Atmautluak City,ATMAUTLUAK TRIBAL COUNCIL BUILDING, 101 BOARDWALK LANE,,,Atmautluak,AK,99559,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,116,"101 Boardwalk Lane, Atmautluak, AK 99559",,08:00 AM - 05:00 PM,,ho84990644,false,true,,,,poll84990644
Atmautluak City,ATMAUTLUAK TRIBAL COUNCIL BUILDING, 101 BOARDWALK LANE,,,Atmautluak,AK,99559,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,117,"101 Boardwalk Lane, Atmautluak, AK 99559",,08:00 AM - 05:00 PM,,ho84990644,false,true,,,,poll84990644
Bethel City,BETHEL CITY HALL, 300 CHIEF EDDIE HOFFMAN HIGHWAY,,,Bethel,AK,99559,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,118,"300 Chief Eddie Hoffman Highway, Bethel, AK 99559",,08:00 AM - 05:00 PM,,ho49258707,false,true,,,,poll49258707
Bethel City,BETHEL CITY HALL, 300 CHIEF EDDIE HOFFMAN HIGHWAY,,,Bethel,AK,99559,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,119,"300 Chief Eddie Hoffman Highway, Bethel, AK 99559",,08:00 AM - 05:00 PM,,ho49258707,false,true,,,,poll49258707
Bethel City,BETHEL CITY HALL, 300 CHIEF EDDIE HOFFMAN HIGHWAY,,,Bethel,AK,99559,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,120,"300 Chief Eddie Hoffman Highway, Bethel, AK 99559",,08:00 AM - 05:00 PM,,ho49258707,false,true,,,,poll49258707
Crooked Creek City,CROOKED CREEK TRADITIONAL COUNCIL BUILDING, 401 MAIN STREET, STE 201,,Crooked Creek,AK,99575,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,121,"401 Main Street, Crooked Creek, AK 99575",,08:00 AM - 05:00 PM,,ho68820839,false,true,,,,poll68820839
Crooked Creek City,CROOKED CREEK TRADITIONAL COUNCIL BUILDING, 401 MAIN STREET, STE 201,,Crooked Creek,AK,99575,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,122,"401 Main Street, Crooked Creek, AK 99575",,08:00 AM - 05:00 PM,,ho68820839,false,true,,,,poll68820839
Crooked Creek City,CROOKED CREEK TRADITIONAL COUNCIL BUILDING, 401 MAIN STREET, STE 201,,Crooked Creek,AK,99575,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,123,"401 Main Street, Crooked Creek, AK 99575",,08:00 AM - 05:00 PM,,ho68820839,false,true,,,,poll68820839
Aniak City,Kuspuk School District, 100 Airport Way,,,Aniak,AK,99557,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,124,"100 Airport Way, Aniak, AK 99557",,08:00 AM - 05:00 PM,,ho55107939,false,true,,,,poll55107939
Aniak City,Kuspuk School District, 100 Airport Way,,,Aniak,AK,99557,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,125,"100 Airport Way, Aniak, AK 99557",,08:00 AM - 05:00 PM,,ho55107939,false,true,,,,poll55107939
Aniak City,Kuspuk School District, 100 Airport Way,,,Aniak,AK,99557,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,126,"100 Airport Way, Aniak, AK 99557",,08:00 AM - 05:00 PM,,ho55107939,false,true,,,,poll55107939
Chevak City,CHEVAK CITY CLERK'S OFFICE, 136 LAKESIDE RD,,,Chevak,AK,99563,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,127,"136 Lakeside Rd, Chevak, AK 99563",,08:00 AM - 05:00 PM,,ho92440149,false,true,,,,poll92440149
Chevak City,CHEVAK CITY CLERK'S OFFICE, 136 LAKESIDE RD,,,Chevak,AK,99563,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,128,"136 Lakeside Rd, Chevak, AK 99563",,08:00 AM - 05:00 PM,,ho92440149,false,true,,,,poll92440149
Chevak City,CHEVAK CITY CLERK'S OFFICE, 136 LAKESIDE RD,,,Chevak,AK,99563,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,129,"136 Lakeside Rd, Chevak, AK 99563",,08:00 AM - 05:00 PM,,ho92440149,false,true,,,,poll92440149
Brevig Mission City,City of Brevig Mission Clerk's Office,3 Port Clarence View,,,Brevig Mission,AK,99785,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,130,"3 Port Clarence View, Brevig Mission, AK 99785",,08:00 AM - 05:00 PM,,ho82301914,false,true,,,,poll82301914
Brevig Mission City,City of Brevig Mission Clerk's Office,3 Port Clarence View,,,Brevig Mission,AK,99785,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,131,"3 Port Clarence View, Brevig Mission, AK 99785",,08:00 AM - 05:00 PM,,ho82301914,false,true,,,,poll82301914
Brevig Mission City,City of Brevig Mission Clerk's Office,3 Port Clarence View,,,Brevig Mission,AK,99785,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,132,"3 Port Clarence View, Brevig Mission, AK 99785",,08:00 AM - 05:00 PM,,ho82301914,false,true,,,,poll82301914
Elim City,ELIM CITY CLERK'S OFFICE, 101 HILLSIDE STREET,,,Elim City,AK,99739,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,133,"101 Hillside Street, Elim City, AK 99739",,08:00 AM - 05:00 PM,,ho11714302,false,true,,,,poll11714302
Elim City,ELIM CITY CLERK'S OFFICE, 101 HILLSIDE STREET,,,Elim City,AK,99739,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,134,"101 Hillside Street, Elim City, AK 99739",,08:00 AM - 05:00 PM,,ho11714302,false,true,,,,poll11714302
Elim City,ELIM CITY CLERK'S OFFICE, 101 HILLSIDE STREET,,,Elim City,AK,99739,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,135,"101 Hillside Street, Elim City, AK 99739",,08:00 AM - 05:00 PM,,ho11714302,false,true,,,,poll11714302
Emmonak City,EMMONAK CITY CLERK'S OFFICE, 9 KWIGUK STREET,,,Emmonak City,AK,99581,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,136,"9 Kwiguk Street, Emmonak City, AK 99581",,08:00 AM - 05:00 PM,,ho15588880,false,true,,,,poll15588880
Emmonak City,EMMONAK CITY CLERK'S OFFICE, 9 KWIGUK STREET,,,Emmonak City,AK,99581,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,137,"9 Kwiguk Street, Emmonak City, AK 99581",,08:00 AM - 05:00 PM,,ho15588880,false,true,,,,poll15588880
Emmonak City,EMMONAK CITY CLERK'S OFFICE, 9 KWIGUK STREET,,,Emmonak City,AK,99581,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,138,"9 Kwiguk Street, Emmonak City, AK 99581",,08:00 AM - 05:00 PM,,ho15588880,false,true,,,,poll15588880
Galena City,GALENA CITY CLERKS OFFICE, 149 Antoski Rd,,,Galena,AK,99741,08:00:00 - 08:00,16:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,139,"149 Antoski Rd, Galena, AK 99741",,08:00 AM - 04:30 PM,,ho84813100,false,true,,,,poll84813100
Galena City,GALENA CITY CLERKS OFFICE, 149 Antoski Rd,,,Galena,AK,99741,08:00:00 - 08:00,16:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,140,"149 Antoski Rd, Galena, AK 99741",,08:00 AM - 04:30 PM,,ho84813100,false,true,,,,poll84813100
Galena City,GALENA CITY CLERKS OFFICE, 149 Antoski Rd,,,Galena,AK,99741,08:00:00 - 08:00,16:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,141,"149 Antoski Rd, Galena, AK 99741",,08:00 AM - 04:30 PM,,ho84813100,false,true,,,,poll84813100
Gambell City,GAMBELL CITY CLERK'S OFFICE,189 Troutman Drive,,,Gambell,AK,99742,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,142,"189 Troutman Drive, Gambell, AK 99742",,08:00 AM - 05:00 PM,,ho87754437,false,true,,,,poll87754437
Gambell City,GAMBELL CITY CLERK'S OFFICE,189 Troutman Drive,,,Gambell,AK,99742,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,143,"189 Troutman Drive, Gambell, AK 99742",,08:00 AM - 05:00 PM,,ho87754437,false,true,,,,poll87754437
Gambell City,GAMBELL CITY CLERK'S OFFICE,189 Troutman Drive,,,Gambell,AK,99742,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,144,"189 Troutman Drive, Gambell, AK 99742",,08:00 AM - 05:00 PM,,ho87754437,false,true,,,,poll87754437
Golovin City ,Golovin City Clerk's Office,"103 Front Street, Suite 230",,,Nome,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,145,"103 Front Street, Suite 230, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho71120689,false,true,,,,poll71120689
Golovin City ,Golovin City Clerk's Office,"103 Front Street, Suite 230",,,Nome,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,146,"103 Front Street, Suite 230, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho71120689,false,true,,,,poll71120689
Golovin City ,Golovin City Clerk's Office,"103 Front Street, Suite 230",,,Nome,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,147,"103 Front Street, Suite 230, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho71120689,false,true,,,,poll71120689
Huslia City ,Huslia City CouncilÎ¾,58 Dakli St,,,Huslia,AK,99746,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,148,"58 Dakli St, Huslia, AK 99746",,08:00 AM - 04:00 PM,,ho34683422,false,true,,,,poll34683422
Huslia City ,Huslia City CouncilÎ¾,58 Dakli St,,,Huslia,AK,99746,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,149,"58 Dakli St, Huslia, AK 99746",,08:00 AM - 04:00 PM,,ho34683422,false,true,,,,poll34683422
Huslia City ,Huslia City CouncilÎ¾,58 Dakli St,,,Huslia,AK,99746,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,150,"58 Dakli St, Huslia, AK 99746",,08:00 AM - 04:00 PM,,ho34683422,false,true,,,,poll34683422
Diomede City,Nome State Office Building, 103 Front Street, Suite 230,,Nome,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,151,"103 Front Street, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho84130297,false,true,,,,poll84130297
Diomede City,Nome State Office Building, 103 Front Street, Suite 230,,Nome,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,152,"103 Front Street, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho84130297,false,true,,,,poll84130297
Diomede City,Nome State Office Building, 103 Front Street, Suite 230,,Nome,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,153,"103 Front Street, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho84130297,false,true,,,,poll84130297
Buckland City,BUCKLAND CITY CLERK'S OFFICE, 49 3RD AVENUE,,,Buckland City,AK,99727,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,154,"49 3Rd Avenue, Buckland City, AK 99727",,08:00 AM - 05:00 PM,,ho12353830,false,true,,,,poll12353830
Buckland City,BUCKLAND CITY CLERK'S OFFICE, 49 3RD AVENUE,,,Buckland City,AK,99727,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,155,"49 3Rd Avenue, Buckland City, AK 99727",,08:00 AM - 05:00 PM,,ho12353830,false,true,,,,poll12353830
Buckland City,BUCKLAND CITY CLERK'S OFFICE, 49 3RD AVENUE,,,Buckland City,AK,99727,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,156,"49 3Rd Avenue, Buckland City, AK 99727",,08:00 AM - 05:00 PM,,ho12353830,false,true,,,,poll12353830
Ambler City,City of Ambler,1 Airport Road,,,Ambler,AK,99786,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,157,"1 Airport Road, Ambler, AK 99786",,08:00 AM - 05:00 PM,,ho47034602,false,true,,,,poll47034602
Ambler City,City of Ambler,1 Airport Road,,,Ambler,AK,99786,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,158,"1 Airport Road, Ambler, AK 99786",,08:00 AM - 05:00 PM,,ho47034602,false,true,,,,poll47034602
Ambler City,City of Ambler,1 Airport Road,,,Ambler,AK,99786,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,159,"1 Airport Road, Ambler, AK 99786",,08:00 AM - 05:00 PM,,ho47034602,false,true,,,,poll47034602
Ktovik City ,KAKTOVIK CITY CLERK'S OFFICE,2051 BARTER AVE,,,Kaktovik,AK,99747,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,160,"2051 Barter Ave, Kaktovik, AK 99747",,08:00 AM - 05:00 PM,,ho58194428,false,true,,,,poll58194428
Ktovik City ,KAKTOVIK CITY CLERK'S OFFICE,2051 BARTER AVE,,,Kaktovik,AK,99747,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,161,"2051 Barter Ave, Kaktovik, AK 99747",,08:00 AM - 05:00 PM,,ho58194428,false,true,,,,poll58194428
Ktovik City ,KAKTOVIK CITY CLERK'S OFFICE,2051 BARTER AVE,,,Kaktovik,AK,99747,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,162,"2051 Barter Ave, Kaktovik, AK 99747",,08:00 AM - 05:00 PM,,ho58194428,false,true,,,,poll58194428
