entry_name,county,loc_name,address_1,address_2,address_3,city,state,zip,dirs,services,start_time,end_time,start_date,end_date,days_times_open,state_id,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Kearns Senior Center (EV) AM,Salt Lake,Kearns Senior Center (EV) AM,4850 W 4715 S,,,Kearns,UT,84118,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,112,Kearns Senior Center (EV) AM,"4850 W 4715 S, Kearns, UT 84118",,10:00 AM-02:00 PM,,ho51929773,false,true,,,,poll15983711
Holladay City Hall (EV) AM,Salt Lake,Holladay City Hall,4580 S 2300 E,,,Holladay,UT,84117,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,113,Holladay City Hall,"4580 S 2300 E, Holladay, UT 84117",,10:00 AM-02:00 PM,,ho99619415,false,true,,,,poll13269669
Holladay City Hall (EV) AM,Salt Lake,Holladay City Hall,4580 S 2300 E,,,Holladay,UT,84117,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,114,Holladay City Hall,"4580 S 2300 E, Holladay, UT 84117",,10:00 AM-02:00 PM,,ho99619415,false,true,,,,poll13269669
Millcreek Senior Center (EV) AM,Salt Lake,Millcreek Senior Center,2266 E Evergreen Ave,3435 S,,Millcreek,UT,84109,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,115,Millcreek Senior Center,"2266 E Evergreen Ave, Millcreek, UT 84109",3435 S,10:00 AM-02:00 PM,,ho81831323,false,true,,,,poll6713102
Millcreek Senior Center (EV) AM,Salt Lake,Millcreek Senior Center,2266 E Evergreen Ave,3435 S,,Millcreek,UT,84109,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,116,Millcreek Senior Center,"2266 E Evergreen Ave, Millcreek, UT 84109",3435 S,10:00 AM-02:00 PM,,ho81831323,false,true,,,,poll6713102
Murray City Hall (EV) AM,Salt Lake,Murray City Hall,5025 S State St (100 E),100 E,,Murray,UT,84107,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,117,Murray City Hall,"5025 S State St (100 E), Murray, UT 84107",100 E,10:00 AM-02:00 PM,,ho73507925,false,true,,,,poll70531682
Murray City Hall (EV) AM,Salt Lake,Murray City Hall,5025 S State St (100 E),,,Murray,UT,84107,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,118,Murray City Hall,"5025 S State St (100 E), Murray, UT 84107",,10:00 AM-02:00 PM,,ho73507925,false,true,,,,poll70531682
South Jordan City Fire Station 62 (EV) PM,Salt Lake,South Jordan City Fire Station 62,4022 W South Jordan Pkwy (10400 S),,,South Jordan,UT,84095,,,15:00:00 - 07:00,19:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 03:00 PM to 07:00 PM<br>10/27/2016 03:00 PM to 07:00 PM<br>10/28/2016 03:00 PM to 07:00 PM<br>11/02/2016 03:00 PM to 07:00 PM<br>11/03/2016 03:00 PM to 07:00 PM<br>11/04/2016 03:00 PM to 05:00 PM<br>,1.60E+11,119,South Jordan City Fire Station 62,"4022 W South Jordan Pkwy (10400 S), South Jordan, UT 84095",,03:00 PM-07:00 PM,,ho21057044,false,true,,,,poll29691044
South Jordan City Fire Station 62 (EV) PM,Salt Lake,South Jordan City Fire Station 62,4022 W South Jordan Pkwy (10400 S),,,South Jordan,UT,84095,,,15:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/3/16,,,120,South Jordan City Fire Station 62,"4022 W South Jordan Pkwy (10400 S), South Jordan, UT 84095",,03:00 PM-07:00 PM,,ho21057044,false,true,,,,poll29691044
South Jordan City Fire Station 62 (EV) PM,Salt Lake,South Jordan City Fire Station 62,4022 W South Jordan Pkwy (10400 S),,,South Jordan,UT,84095,,,15:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,121,South Jordan City Fire Station 62,"4022 W South Jordan Pkwy (10400 S), South Jordan, UT 84095",,03:00 PM-05:00 PM,,ho21057044,false,true,,,,poll29691044
River's Bend Northwest Senior Center (EV) AM,Salt Lake,River's Bend Northwest Senior Center,1300 W 300 N,,,Salt Lake City,UT,84116,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,122,River's Bend Northwest Senior Center,"1300 W 300 N, Salt Lake City, UT 84116",,10:00 AM-02:00 PM,,ho80653584,false,true,,,,poll40148622
River's Bend Northwest Senior Center (EV) AM,Salt Lake,River's Bend Northwest Senior Center,1300 W 300 N,,,Salt Lake City,UT,84116,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,123,River's Bend Northwest Senior Center,"1300 W 300 N, Salt Lake City, UT 84116",,10:00 AM-02:00 PM,,ho80653584,false,true,,,,poll40148622
Sandy Library (EV) AM,Salt Lake,Sandy Library,10100 S Petunia Way (1410 E),,,Sandy,UT,84092,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,124,Sandy Library,"10100 S Petunia Way (1410 E), Sandy, UT 84092",,10:00 AM-02:00 PM,,ho85314821,false,true,,,,poll33423810
Sandy Library (EV) AM,Salt Lake,Sandy Library,10100 S Petunia Way (1410 E),,,Sandy,UT,84092,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,125,Sandy Library,"10100 S Petunia Way (1410 E), Sandy, UT 84092",,10:00 AM-02:00 PM,,ho85314821,false,true,,,,poll33423810
Cottonwood Heights City Hall (EV) AM,Salt Lake,Cottonwood Heights City Hall,2277 E Bengal Blvd (7600 S),,,Cottonwood Heights,UT,84121,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,126,Cottonwood Heights City Hall,"2277 E Bengal Blvd (7600 S), Cottonwood Heights, UT 84121",,10:00 AM-02:00 PM,,ho52102946,false,true,,,,poll35716744
Cottonwood Heights City Hall (EV) AM,Salt Lake,Cottonwood Heights City Hall,2277 E Bengal Blvd (7600 S),,,Cottonwood Heights,UT,84121,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,127,Cottonwood Heights City Hall,"2277 E Bengal Blvd (7600 S), Cottonwood Heights, UT 84121",,10:00 AM-02:00 PM,,ho52102946,false,true,,,,poll35716744
West Jordan City Hall (EV) AM,Salt Lake,West Jordan City Hall,8000 S Redwood Rd (1700 W),,,West Jordan,UT,84088,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,128,West Jordan City Hall,"8000 S Redwood Rd (1700 W), West Jordan, UT 84088",,10:00 AM-02:00 PM,,ho78484795,false,true,,,,poll71784023
West Jordan City Hall (EV) AM,Salt Lake,West Jordan City Hall,8000 S Redwood Rd (1700 W),,,West Jordan,UT,84088,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,129,West Jordan City Hall,"8000 S Redwood Rd (1700 W), West Jordan, UT 84088",,10:00 AM-02:00 PM,,ho78484795,false,true,,,,poll71784023
Draper City Hall (EV) PM,Salt Lake,Draper City Hall,1020 E Pioneer Rd (12450 S),,,Draper,UT,84020,,,15:00:00 - 07:00,19:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 03:00 PM to 07:00 PM<br>10/27/2016 03:00 PM to 07:00 PM<br>10/28/2016 03:00 PM to 07:00 PM<br>11/02/2016 03:00 PM to 07:00 PM<br>11/03/2016 03:00 PM to 07:00 PM<br>11/04/2016 03:00 PM to 05:00 PM<br>,1.60E+11,130,Draper City Hall,"1020 E Pioneer Rd (12450 S), Draper, UT 84020",,03:00 PM-07:00 PM,,ho87843646,false,true,,,,poll39375479
Draper City Hall (EV) PM,Salt Lake,Draper City Hall,1020 E Pioneer Rd (12450 S),,,Draper,UT,84020,,,15:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/3/16,,,131,Draper City Hall,"1020 E Pioneer Rd (12450 S), Draper, UT 84020",,03:00 PM-07:00 PM,,ho87843646,false,true,,,,poll39375479
Draper City Hall (EV) PM,Salt Lake,Draper City Hall,1020 E Pioneer Rd (12450 S),,,Draper,UT,84020,,,15:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,132,Draper City Hall,"1020 E Pioneer Rd (12450 S), Draper, UT 84020",,03:00 PM-05:00 PM,,ho87843646,false,true,,,,poll39375479
