<<<<<<< HEAD
<<<<<<< HEAD
ocd-division,County,Location Name,Address 1,Address 2,dirs,City,State,Zip,start_time,end_time,start_date,end_date
ocd-division/country:us/state:ga/county:houston,Houston County,Houston Health Pavilion Conference Center,233 N. Houston Rd,,,Warner Robins,GA,31093,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:houston,Houston County,Houston Health Pavilion Conference Center,233 N. Houston Rd,,,Warner Robins,GA,31093,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:houston,Houston County,Houston Health Pavilion Conference Center,233 N. Houston Rd,,,Warner Robins,GA,31093,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:irwin,Irwin County,Irwin County Annex,207 South Irwin Ave,,,Ocilla,GA,31774,08:00:00 - 04:00,16:45:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:irwin,Irwin County,Irwin County Annex,207 South Irwin Ave,,,Ocilla,GA,31774,08:00:00 - 04:00,16:45:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:irwin,Irwin County,Irwin County Annex,207 South Irwin Ave,,,Ocilla,GA,31774,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:irwin,Irwin County,Irwin County Annex,207 South Irwin Ave,,,Ocilla,GA,31774,08:00:00 - 04:00,16:45:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:jasper,Jasper County,Registrar's Office,126 West Greene St,,,Monticello,GA,31064,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:jasper,Jasper County,Registrar's Office,126 West Greene St,,,Monticello,GA,31064,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:jasper,Jasper County,Registrar's Office,126 West Greene St,,,Monticello,GA,31064,09:00:00 - 04:00,16:30:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:jasper,Jasper County,Registrar's Office,126 West Greene St,,,Monticello,GA,31064,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:jefferson,Jefferson County,Elections Office,415 Green Street,,,Louisville,GA,30434,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:jefferson,Jefferson County,Elections Office,415 Green Street,,,Louisville,GA,30434,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:jefferson,Jefferson County,Elections Office,415 Green Street,,,Louisville,GA,30434,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:jefferson,Jefferson County,Elections Office,415 Green Street,,,Louisville,GA,30434,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:jones,Jones County,Government Center,166 Industrial Boulevard,Suite 102,,Gray,GA,31032,08:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:jones,Jones County,Government Center,166 Industrial Boulevard,Suite 102,,Gray,GA,31032,08:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:jones,Jones County,Government Center,166 Industrial Boulevard,Suite 102,,Gray,GA,31032,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:jones,Jones County,Government Center,166 Industrial Boulevard,Suite 102,,Gray,GA,31032,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,08:00:00 - 04:00,12:30:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,13:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,08:00:00 - 04:00,12:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,13:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,08:00:00 - 04:00,12:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lamar,Lamar County,Registrar's Office,408 Thomaston Street,,,Barnesville,GA,30204,13:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:laurens,Laurens County,Courthouse Annex Building,117 East Jackson Street,Suite A,,Dublin,GA,31021,08:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:laurens,Laurens County,Courthouse Annex Building,117 East Jackson Street,Suite A,,Dublin,GA,31021,08:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:laurens,Laurens County,Courthouse Annex Building,117 East Jackson Street,Suite A,,Dublin,GA,31021,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:laurens,Laurens County,Courthouse Annex Building,117 East Jackson Street,Suite A,,Dublin,GA,31021,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lee,Lee County,Board of Elections and Registration Office,100 Starksville Ave. North,Suite C,,Leesburg,GA,31763,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:lee,Lee County,Board of Elections and Registration Office,100 Starksville Ave. North,Suite C,,Leesburg,GA,31763,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:lee,Lee County,Board of Elections and Registration Office,100 Starksville Ave. North,Suite C,,Leesburg,GA,31763,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:lee,Lee County,Board of Elections and Registration Office,100 Starksville Ave. North,Suite C,,Leesburg,GA,31763,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,10/31/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,19:00:00 - 04:00,11/1/16,11/1/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,17:00:00 - 04:00,11/2/16,11/2/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16
ocd-division/country:us/state:ga/county:lincoln,Lincoln County,The Lincoln Center,160 May Avenue,,,Lincolnton,GA,30817,08:00:00 - 04:00,17:00:00 - 04:00,11/4/16,11/4/16
ocd-division/country:us/state:ga/county:lowndes,Lowndes County,,2808 N. Oak Street,,,Valdosta,GA,31602,06:00:00 - 04:00,21:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:lowndes,Lowndes County,,2808 N. Oak Street,,,Valdosta,GA,31602,06:00:00 - 04:00,21:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:lowndes,Lowndes County,,2808 N. Oak Street,,,Valdosta,GA,31602,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:lowndes,Lowndes County,,2808 N. Oak Street,,,Valdosta,GA,31602,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:lowndes,Lowndes County,,2808 N. Oak Street,,,Valdosta,GA,31602,06:00:00 - 04:00,21:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lumpkin,Lumpkin County,Lumpkin County Elections Office,56 Short Street,,,Dahlonega,GA,30533,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:lumpkin,Lumpkin County,Lumpkin County Elections Office,56 Short Street,,,Dahlonega,GA,30533,09:00:00 - 04:00,16:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:lumpkin,Lumpkin County,Lumpkin County Elections Office,56 Short Street,,,Dahlonega,GA,30533,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:lumpkin,Lumpkin County,Lumpkin County Elections Office,56 Short Street,,,Dahlonega,GA,30533,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:lumpkin,Lumpkin County,Lumpkin County Elections Office,56 Short Street,,,Dahlonega,GA,30533,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:madison,Madison County,Board of Elections' Office,91 Albany Avenue,,,Danielsville,GA,30633,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:madison,Madison County,Board of Elections' Office,91 Albany Avenue,,,Danielsville,GA,30633,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:madison,Madison County,Board of Elections' Office,91 Albany Avenue,,,Danielsville,GA,30633,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:madison,Madison County,Board of Elections' Office,91 Albany Avenue,,,Danielsville,GA,30633,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:mcduffie,McDuffie County,Old Dearing School,4683 AUGUSTA HWY,,,DEARING,GA,30808,09:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:mcduffie,McDuffie County,Old Dearing School,4683 AUGUSTA HWY,,,DEARING,GA,30808,09:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:mcduffie,McDuffie County,Precinct On Main,511 Main St,,,Thomson,GA,30824,09:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:mcduffie,McDuffie County,Precinct On Main,511 Main St,,,Thomson,GA,30824,09:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:mcduffie,McDuffie County,Precinct On Main,511 Main St,,,Thomson,GA,30824,09:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:mcintosh,McIntosh County,,103 Jefferson Street,,,Darien,GA,31305,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:mcintosh,McIntosh County,,103 Jefferson Street,,,Darien,GA,31305,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:mcintosh,McIntosh County,,103 Jefferson Street,,,Darien,GA,31305,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:mcintosh,McIntosh County,,103 Jefferson Street,,,Darien,GA,31305,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:meriwether,Meriwether County,,137 S. Court Square,,,Greenville,GA,30222,08:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:meriwether,Meriwether County,,137 S. Court Square,,,Greenville,GA,30222,08:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:meriwether,Meriwether County,,137 S. Court Square,,,Greenville,GA,30222,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:meriwether,Meriwether County,,137 S. Court Square,,,Greenville,GA,30222,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:monroe,Monroe County,Board of Registration,38 West Main Street,,,Fosyth,GA,31029,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:monroe,Monroe County,Board of Registration,38 West Main Street,,,Fosyth,GA,31029,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:monroe,Monroe County,Board of Registration,38 West Main Street,,,Fosyth,GA,31029,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:monroe,Monroe County,Board of Registration,38 West Main Street,,,Fosyth,GA,31029,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:montgomery,Montgomery County,Courthouse,400 S. Railroad Ave,,,Mount Vernon,GA,30445,08:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:montgomery,Montgomery County,Courthouse,400 S. Railroad Ave,,,Mount Vernon,GA,30445,08:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:montgomery,Montgomery County,Courthouse,400 S. Railroad Ave,,,Mount Vernon,GA,30445,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:montgomery,Montgomery County,Courthouse,400 S. Railroad Ave,,,Mount Vernon,GA,30445,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:morgan,Morgan County,,434 Hancock Street,,,Madison,GA,30650,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:morgan,Morgan County,,434 Hancock Street,,,Madison,GA,30650,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:morgan,Morgan County,,434 Hancock Street,,,Madison,GA,30650,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:morgan,Morgan County,,434 Hancock Street,,,Madison,GA,30650,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:murray,Murray County,Courthouse Annex,121 N 4th Ave,,,Chatsworth,GA,30705,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:murray,Murray County,Courthouse Annex,121 N 4th Ave,,,Chatsworth,GA,30705,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:murray,Murray County,Courthouse Annex,121 N 4th Ave,,,Chatsworth,GA,30705,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:murray,Murray County,Courthouse Annex,121 N 4th Ave,,,Chatsworth,GA,30705,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:muscogee,Muscogee County,City Services Center,3111 Citizens Way,,,Columbus,GA,31906,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:muscogee,Muscogee County,City Services Center,3111 Citizens Way,,,Columbus,GA,31906,09:00:00 - 04:00,16:00:00 - 04:00,10/22/16,10/23/16
ocd-division/country:us/state:ga/county:muscogee,Muscogee County,City Services Center,3111 Citizens Way,,,Columbus,GA,31906,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:muscogee,Muscogee County,City Services Center,3111 Citizens Way,,,Columbus,GA,31906,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/30/16
ocd-division/country:us/state:ga/county:muscogee,Muscogee County,City Services Center,3111 Citizens Way,,,Columbus,GA,31906,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:newton,Newton County,Administration Building,1113 Usher Street,,,Covington,GA,30014,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:newton,Newton County,Administration Building,1113 Usher Street,,,Covington,GA,30014,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:newton,Newton County,Administration Building,1113 Usher Street,,,Covington,GA,30014,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:newton,Newton County,Administration Building,1113 Usher Street,,,Covington,GA,30014,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:newton,Newton County,Porter Memorial Branch Library,6191 Highway 212,,,Covington,GA,30016,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:oconee,Oconee County,Elections Office,10 Court Street,,,Watkinsville,GA,30677,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:oconee,Oconee County,Elections Office,10 Court Street,,,Watkinsville,GA,30677,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:oconee,Oconee County,Elections Office,10 Court Street,,,Watkinsville,GA,30677,09:00:00 - 04:00,16:30:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:oconee,Oconee County,Elections Office,10 Court Street,,,Watkinsville,GA,30677,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:oglethorpe,Oglethorpe County,Multi-Purpose Building,109 East Boggs Street,,,Lexington,GA,30648,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:oglethorpe,Oglethorpe County,Multi-Purpose Building,109 East Boggs Street,,,Lexington,GA,30648,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:oglethorpe,Oglethorpe County,Multi-Purpose Building,109 East Boggs Street,,,Lexington,GA,30648,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:oglethorpe,Oglethorpe County,Multi-Purpose Building,109 East Boggs Street,,,Lexington,GA,30648,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:peach,Peach County,Courthouse Annex,205 West Church Street,Suite 102,,Fort Valley,GA,31030,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:peach,Peach County,Courthouse Annex,205 West Church Street,Suite 102,,Fort Valley,GA,31030,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:peach,Peach County,Courthouse Annex,205 West Church Street,Suite 102,,Fort Valley,GA,31030,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:peach,Peach County,Courthouse Annex,205 West Church Street,Suite 102,,Fort Valley,GA,31030,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:peach,Peach County,Byron Municipal Complex,401 Main St,,,Byron,GA,31008,08:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:peach,Peach County,Byron Municipal Complex,401 Main St,,,Byron,GA,31008,13:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:peach,Peach County,Byron Municipal Complex,401 Main St,,,Byron,GA,31008,08:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:peach,Peach County,Byron Municipal Complex,401 Main St,,,Byron,GA,31008,13:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:peach,Peach County,Byron Municipal Complex,401 Main St,,,Byron,GA,31008,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:peach,Peach County,Byron Municipal Complex,401 Main St,,,Byron,GA,31008,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16
